Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0250,"Baron & Budd, P.C.","BARON & BUDD, P.C.","Baron Budd, P.C.",BARON & BUDD,1,25,88,"2036, 2187, 2197, 2262, 2415, 2428, 2440, 2570, 2599, 2641, 2642, 2657, 2672, 2738, 2777, 2789, 2797, 2804, 2873, 2885, 2905, 2948, 3051, 3052, 3080"
F0251,Gibbs Law Group LLP,Gibbs Law Group,,,1,8,19,"2661, 2693, 2740, 2797, 2885, 2905, 3031, 3108"
F0252,O’Mara Law Group,O'Mara Law group,"The O’Mara Law Firm, P.C.",,1,3,4,"2357, 2606, 2795"
F0253,"Roxanne Conlin &
Associates, LLC",Roxanne Conlin and Associates,,,1,2,4,"2672, 2795"
F0254,"Nichols Kaster, PLLP",Nichols Kaster PLLP,,,1,2,4,"2522, 2615"
F0255,"Kendall Law Group, LLP",,,,1,1,1,2615
F0256,"Gottlieb &
Associates",,,,1,1,1,2615
F0257,"Schall & Barasch, LLC",,,,1,1,1,2615
F0258,"Kanner & Whiteley, LLC","Kanner & Whiteley, L.L.C.","KANNER & WHITELEY, L.L.C.",,1,4,8,"2048, 2107, 2709, 2924"
F0259,"Humphrey, Farrington & McClain, PC","Humphrey Farrington & McClain, P.C.",HUMPHREY FARRINGTON & McCLAIN,,1,2,22,"2709, 3052"
F0260,"Ku & Mussman, P.A.",,,,1,1,3,2709
F0261,Futscher Law PLLC,,,,1,1,3,2709
F0262,Law Offices of Stephen J. Nolan,,,,1,1,1,2709
F0263,Law Offices of John P. Zuccarini,,,,1,1,2,2709
F0264,"Maschka, Riedy, Ries & Frentz Law
Firm","Maschka, Riedy, Ries & Frentz Law Firm",,,1,1,2,2709
F0265,Clark Law Firm,"Clark Law Firm, P.C.",,,1,1,4,2709
F0266,"Daniels Law Firm, PC","The Daniels Law Firm, P.C.",,,1,1,2,2709
F0267,"Ademi & O’Reilly, LLP","Ademi & O'Reilly, LLP",,,1,3,4,"2286, 2439, 2709"
F0268,Hynes & Hernandez LLC,,,,1,1,1,2795
F0269,Federman & Sherwood,,,,1,8,12,"1785, 1961, 2102, 2583, 2792, 2795, 2994, 3108"
F0270,Leventhal PLLC,,,,1,1,1,2795
F0271,The Bell Law Firm PLLC,THE BELL LAW FIRM,"The Bell Law Firm, PLLC","O’Bell Law Firm, LLC",1,6,10,"2034, 2187, 2325, 2326, 2327, 2795"
F0272,"Johnson Fistel, LLP",,,,1,1,1,2795
F0273,Bernstein Litowitz,,,,1,1,1,2795
F0274,Entwistle & Capucci LLP,,,,1,1,5,2338
F0275,Nisen & Elliot LLC,,,,1,1,1,2338
F0276,Fleischman Law Firm,"Fleischman Law Firm, PLLC",Fleischman Law Firm PLLC,,1,2,3,"2338, 2555"
F0277,The Simon Group,"Simon Law Firm, P.C.","The Simon Law Firm, P.C.",,1,3,5,"2382, 2562, 2827"
F0278,"Holland Groves Schneller & Stolze, LLC",Holland Groves Schneller & Stolze,Holland Groves Schneller Stolze,"Holland, Groves, Schneller & Stolze, LLC",1,5,5,"2274, 2290, 2382, 2434, 2474"
F0279,Alters Boldt Brown Rash & Culmo,"Alters, Boldt, Brown, Rash & Culmo",,,1,2,2,"2036, 2047"
F0280,"Golomb & Honik, P.C.",GOLOMB & HONIK P.C.,"Golomb & Honik, PC","GOLOMB & HONIK, P.C.",1,11,41,"2036, 2107, 2334, 2373, 2428, 2592, 2606, 2613, 2738, 2875, 2969"
F0281,"Podlhurst Orseck, P.A.",,,,1,1,1,2036
F0282,TRIEF & OLK,Trief & Olk,,,1,1,26,2036
F0283,"WEBB, KLASE & LEMOND, L.L.C.","Webb, Klase & Lemond, L.L.C.","Webb, Klase & Lemond, LLC","Webb, Klase & Lemond. LLC",1,2,28,"2036, 2613"
F0284,"Hunton & Williams, LLP",Hunton & Williams LLP,,,1,2,2,"1894, 2036"
F0285,"GROSSMAN ROTH, P.A.","Grossman Roth, P.A.","GROSSMAN ROTH, P.A .","Grossman Roth, P.A.,",1,1,37,2036
F0286,"Podhurst Orseck, P.A.",PODHURST ORSECK P.A.,"PODHURST ORSECK, P.A.",Podhurst Orseck,1,8,64,"2036, 2323, 2543, 2599, 2626, 2827, 2905, 2924"
F0287,"Alters Law Firm, P.A.",ALTERS LAW FIRM P.A.,,,1,1,3,2036
F0288,"BRUCE S. ROGOW, P.A.","Bruce S. Rogow, P.A.","BRUCE S. ROGOW , P.A.",,1,1,22,2036
F0289,KOPELOWITZ OSTROW,Kopelowitz Ostrow P.A.,"The Kopelowitz Ostrow Firm, P.A.",KOPELOWITZ OSTROW P.A.,1,6,17,"2036, 2985, 3001, 3090, 3115, 3149"
F0290,Yetter Cleman LLP,,,,1,1,1,2185
F0291,Mithoff Law Firm,,,,1,1,1,2185
F0292,"Ryan & Maniskas, LLP",,,,1,1,1,2185
F0293,Ajamie LLP,,,,1,1,1,2185
F0294,Tikellis LLP,,,,1,1,1,2185
F0295,"Teitelbaum & Baskin, LLP",,,,1,1,3,2296
F0296,Proskauer Rose LLP,"Proskauer Rose, LLP",,,1,1,6,2296
F0297,Kaye Scholer LLP,"Kaye Scholer, LLP",,,1,3,4,"2296, 2545, 2592"
F0298,Entwistle & Cappucci LLP,,,,1,4,9,"2003, 2052, 2296, 2389"
F0299,Zuckerman Spaeder LLP,,,,1,2,4,"2296, 2804"
F0300,O’Melveny & Myers LLP,O'Melveny & Myers LLP,"O'Melveny & Myers, LLP","O’Melveny & Myers, LLP",1,6,11,"1700, 1785, 2296, 2639, 2804, 2887"
F0301,Grippo & Elden LLC,,,,1,1,2,2296
F0302,"Milbank, Tweed, Hadley & McCoy LLP",,,,1,1,2,2296
F0303,"Hannafan & Hannafan, Ltd.",,,,1,1,1,2296
F0304,Ropes & Gray LLP,,,,1,3,4,"2296, 2804, 2941"
F0305,Katten Muchin Rosenman LLP,KATTEN MUCHIN ROSENMAN LLP,,,1,2,3,"2200, 2296"
F0306,Jenner & Block LLP,JENNER & BLOCK LLP,,,1,2,2,"2296, 3052"
F0307,"Potter Stewart. Jr. Law Offices, P.C.",,,,1,1,1,2296
F0308,Winston & Strawn LLP,Winston & Strawn,,,1,6,10,"1997, 2296, 2541, 2545, 2673, 2734"
F0309,Davis Polk & Wardwell LLP,Davis Polk & Wardwell,"Davis Polk & Wardwell, LLP",,1,3,4,"2068, 2296, 2476"
F0310,"Weil, Gotshal & Manges LLP",,,,1,1,1,2296
F0311,Massey & Gail LLP,,,,1,1,2,2296
F0312,Steptoe & Johnson LLP,,,,1,1,2,2296
F0313,Ice Miller LLP,,,,1,2,3,"2226, 2296"
F0314,"Skadden, Arps, Slate, Meagher & Flom LLP","Skadden, Arps, Slate, Meagher & Flom, LLP","Skadden, Arps, Slate, Meagher & Flom, LLP & Associates",,1,6,6,"1712, 2068, 2226, 2296, 2941, 3071"
F0315,Bingham McCutchen LLP,,,,1,1,4,2296
F0316,Edwards Wildman Palmer LLP,,,,1,1,1,2296
F0317,DECHERT LLP,Dechert LLP,DECHERT,Dechert,1,6,19,"1431, 1769, 1899, 2296, 2873, 2924"
F0318,Wilmer Cutler Pickering Hale and Dorr LLP,,,,1,2,2,"1827, 2296"
F0319,Shaw Gussis Fishman Glantz Wolfson & Towbin LLC,,,,1,1,1,2296
F0320,Friedman Kaplan Seiler & Adelman LLP,,,,1,1,2,2296
F0321,Barack Ferrazanno Kirschbaum & Nagelberg LLP,,,,1,1,1,2296
F0322,Drinker Biddle & Reath LLP,"Drinker Biddle & Reath, LLP","Drinker, Biddle and Reath","DRINKER BIDDLE & REATH, LLP",1,9,12,"1742, 1943, 2081, 2197, 2296, 2436, 2460, 2592, 2606"
F0323,"Sperling & Slater, P.C.","Sperling & Slater, LLC",Sperling & Slater LLC,,1,3,3,"2296, 2981, 3080"
F0324,Dorsey & Whitney LLP,DORSEY & WHITNEY,,,1,2,4,"1431, 2296"
F0325,"Robertson & Associates, LLP",Robertson & Associates,Robertson & Associates LLP,,1,3,6,"2627, 2743, 2779"
F0326,Law Offices of Douglas J. Campion,Law Offices of Douglas J. Campion APC,,,1,3,4,"2261, 2286, 2295"
F0327,Preston Law Offices,,,,1,1,3,2295
F0328,"Edelman, Combs, Latturner & Goodwin","Edelman, Combs, Latturner & Goodwin, LLC","Edelman Combs Latturner & Goodwin, LLC",,1,7,13,"1715, 1767, 2223, 2262, 2286, 2295, 2439"
F0329,Girardi Keese,Girardi and Keese,Girardi | Keese,GIRARDI & KEESE,1,7,19,"1657, 1807, 1871, 2186, 2197, 2323, 2404"
F0330,Locks Law Firm,"Locks Law Firm, LLC","LOCKS LAW FIRM, PLLC","Locks Law Firm, PLLC",1,6,14,"1708, 1739, 1968, 2025, 2323, 2331"
F0331,Seeger Weis LLP,,,,1,1,6,2323
F0332,Pomerantz LLP,"Pomerantz, LLP",,,1,3,6,"2275, 2724, 2742"
F0333,Wehrle Law LLC,,,,1,1,1,2742
F0334,Latham & Watkins LLP,,,,1,4,9,"1907, 2492, 2587, 3110"
F0335,"The Dugan Law Firm, APLC",Dugan Law Firm APLC,"Dugan Law Firm, APLC",,1,8,15,"2445, 2460, 2492, 2521, 2724, 2804, 2878, 3026"
F0336,Siprut PC,,,,1,1,1,2492
F0337,"The Orlando Firm, P.C.",Orlando Law Firm,The Orlando Firm,"The Orlando Firm, PC",1,8,9,"2087, 2331, 2492, 2545, 2606, 2767, 2776, 2875"
F0338,Thierman Buck LLP,,,,1,1,3,2504
F0339,Cohelan Khoury & Singer,COHELAN KHOURY & SINGER,,,1,2,3,"2036, 2504"
F0340,The Markham Law Firm,,,,1,1,2,2504
F0341,Hamner Law Offices APC,,,,1,1,2,2504
F0342,United Employees Law Group,,,,1,1,2,2504
F0343,"Dowd & Dowd, P.C.,","Dowd & Dowd, P.C.",,,1,2,4,"2669, 3009"
F0344,"The Driscoll Firm, P.C.","The Driscoll
Firm, P.C.","THE DRISCOLL FIRM, P.C.",,1,4,6,"2586, 2669, 2691, 2705"
F0345,Eaves Law Firm,,,,1,1,2,2669
F0346,Hammondlaw P.C.,,,,1,1,2,2669
F0347,Bryan Cave LLP,,,,1,3,3,"1911, 1914, 2669"
F0348,Zimmerman Law Offices,"Zimmerman Law Offices, P.C.",,,1,4,5,"2439, 2669, 2705, 3108"
F0349,Robbins Geller,,,,1,1,1,2551
F0350,Bassford Remele,,,,1,1,1,2551
F0351,Corboy & Demetrio,,,,1,1,1,2551
F0352,The Levine Law Firm P.C.,,,,1,1,1,2551
F0353,"Namanny, Byrne & Owens, APC",,,,1,1,1,2551
F0354,"Adhoot & Wolfson, PC","Adhoot & Wolfson, P.C.",,,1,6,9,"2627, 2645, 2743, 2827, 2905, 3096"
F0355,"Cuneo Gilbert & LaDuca, LLP","Cuneo, Gilbert & LaDuca, LLP",Cuneo Gilbert & LaDuca LLP,"Cuneo Gilbert & Laduca, LLP",1,30,59,"1763, 1817, 1958, 2000, 2098, 2238, 2247, 2254, 2274, 2290, 2311, 2359, 2420, 2451, 2471, 2481, 2551, 2555, 2588, 2670, 2724, 2903, 2918, 2998, 3031, 3032, 3097, 3107, 3108, 3110"
F0356,Finkelstein & Krinsk LLP,FINKELSTEIN & KRINSK LLP,Finkelstein & Krinsk,,1,3,4,"1825, 2555, 3009"
F0357,"Howard and Associates, P.A.",,,,1,1,1,2555
F0358,Pratt & Associates,,,,1,1,1,2555
F0359,"Clifford Law Offices, P.C.",Clifford Law Offices,"Clifford Law
Offices",,1,5,10,"2555, 2619, 2705, 2817, 2948"
F0360,Thrash Law Firm,,,,1,1,1,2555
F0361,Terrell Law Group,,,,1,1,1,2555
F0362,"MCCUNE WRIGHT, LLP",McCune Wright LLP,"McCune Wright, LLP",MCCUNE WRIGHT LLP,1,2,10,"2036, 2613"
F0363,Tycko & Zavareei LLP,Tycko & Zavareei,TYCKO & ZAVAREEI LLP,Tycko and Zavareei LLP,1,8,21,"2036, 2407, 2613, 2985, 3001, 3019, 3108, 3115"
F0364,"Kohn, Swift & Graf, P.C.","Kohn, Swift & Graf,
P.C.",,,1,9,18,"1566, 1684, 1912, 1952, 2233, 2311, 2506, 2613, 2688"
F0365,"Hargrove Pierson & Brown, P.A.",,,,1,1,2,2613
F0366,Office of Mark C. Tannenbaum,Law Office of Mark C. Tannenbaum,,,1,1,2,2613
F0367,"Hopkins Law Firm, LLC",,,,1,1,2,2613
F0368,"Fenet Law Firm, PLC",,,,1,1,1,2475
F0369,"Edwards Kirby, LLP",,,,1,1,1,2475
F0370,Cohen & Malad,"Cohen & Malad, LLP","Cohen & Malad, L.L.P.","COHEN & MALAD, LLP",1,9,29,"1708, 2036, 2187, 2440, 2570, 2657, 2667, 2738, 3127"
F0371,"Gray Ritter & Graham, P.C.","Gray, Ritter & Graham, P.C.",Gray Ritter Graham,"Gray, Ritter, Graham",1,7,17,"1811, 1907, 2036, 2562, 2591, 2820, 2936"
F0372,Sneed Lang Herrold P.C.,,,,1,1,1,2036
F0373,"Sill & Medley, PLLC",Medley & Sill,Sill & Medley,,1,3,3,"1871, 2036, 2226"
F0374,"Jeff Martin & Associates, P.C.",,,,1,1,1,2036
F0375,Boni & Zack LLC,,,,1,2,6,"1566, 2724"
F0376,Edelson PC,"Edelson & Associates, LLC",EDELSON PC,,1,11,28,"1566, 1817, 2514, 2595, 2633, 2873, 2879, 2985, 3001, 3121, 3148"
F0377,Polsinelli PC,,,,1,2,29,"1566, 2420"
F0378,"Barry Law Offices, LLC","Barry Law Offices,
LLC",,,1,1,23,1566
F0379,"McCallister
Law Group, LLC","McCallister Law Group, LLC",,,1,1,9,1566
F0380,"Kohner, Mann & Kailas S.C.","Kohner, Mann & Kailas,
S.C.",,,1,1,10,1566
F0381,Nast Law LLC,"Nast Law, LLC",,,1,2,11,"2502, 2724"
F0382,"Fine, Kaplan and Black, R.P.C.","FINE KAPLAN & BLACK, R.P.C.","Fine, Kaplan and Black R.P.C.","Fine Kaplan and Black, R.P.C.",1,6,22,"1957, 2724, 2850, 3014, 3094, 3107"
F0383,"Roberts Law Firm, P.A.","Roberts Law Firm U.S., PC",,,1,4,14,"2724, 2800, 2819, 3097"
F0384,Girard Gibbs LLP,Girard Gibbs,Girard Gibbs LLp,GIRARD GIBBS,1,33,57,"1786, 1827, 1914, 1982, 1998, 2014, 2017, 2030, 2063, 2086, 2121, 2145, 2187, 2299, 2326, 2409, 2440, 2450, 2460, 2481, 2516, 2521, 2522, 2583, 2617, 2619, 2624, 2664, 2693, 2724, 2737, 2800, 2819"
F0385,"Furth Salem Mason & Li, LLP",,,,1,1,4,2724
F0386,Law Offices of Francis O. Scarpulla,The Law Firm of Francis R. Scarpulla,,,1,2,6,"1682, 2724"
F0387,"Wilson Sonsini Goodrich & Rosati, PC",Wilson Sonsini Goodrich & Rosati,"Wilson Sonsini Goodrich & Rosati, P.C.",,1,3,10,"2724, 2875, 2948"
F0388,Kasowitz Benson Torres LLP,,,,1,1,8,2724
F0389,Kirkland & Ellis LLP,"Kirkland & Ellis, LLP",,,1,6,20,"1822, 1953, 2296, 2724, 2836, 2885"
F0390,Williams & Connolly LLP,WILLIAMS & CONNOLLY LLP,Williams & Connolly,"Williams & Connolly, LLP",1,7,39,"1657, 2724, 2804, 2873, 2924, 3103, 3140"
F0391,Fox Rothschild LLP,,,,1,2,5,"2724, 2945"
F0392,"Trump, Alioto, Trump & Prescott","Trump, Alioto, Trump & Prescott, LLP","Trump, Alioto, Trump & Prescott LLP",,1,2,6,"1917, 1957"
F0393,"Cooper & Kirkham, P.C.",,,,1,1,1,1917
F0394,Milberg LLP,"Milberg, LLP",,,1,18,27,"1658, 1871, 1891, 1956, 2002, 2063, 2145, 2186, 2199, 2264, 2274, 2308, 2413, 2445, 2522, 2619, 2687, 2752"
F0395,"Law Office of
Krishna B. Narine, P.C.",Law Office of Krishna B. Narine,LAW OFFICE OF KRISHNA B. NARINE,,1,2,4,"1768, 2002"
F0396,"RodaNast, P.C.",RODANAST,"Rodanast, P.C.",RodaNast PC.,1,12,17,"1730, 1935, 1953, 1968, 1997, 2034, 2068, 2187, 2226, 2299, 2326, 2342"
F0397,"Bailey Glasser, LLP",Bailey and Glasser LLP,Bailey & Glasser LLP,Bailey Glasser LLP,1,5,10,"2034, 2672, 2753, 2775, 2885"
F0398,"Becnel Law Firm, LLC",Becnel Law Offices,Becnel Law Firm,"Becnel Law Firm, L.L.C.",1,9,12,"1785, 1953, 1997, 2023, 2034, 2051, 2068, 2223, 2226"
F0399,Devereux Murphy LLC,,,,1,1,1,2034
F0400,Edgar Law Firm LLC,EDGAR LAW FIRM LLC,,,1,3,6,"1995, 2034, 2328"
F0401,Silverman & Fodera,,,,1,1,1,2034
F0402,Sweetnam LLC,,,,1,1,1,2034
F0403,Wexler Wallace LLP,WEXLER WALLACE,,,1,14,19,"1820, 1850, 1946, 2034, 2187, 2326, 2332, 2409, 2445, 2460, 2575, 2688, 2966, 3031"
F0404,"Macuga, Liddle & Dubin, P.C.",,,,1,1,1,2034
F0405,NastLaw LLC,"Nastlaw, LLC",Nastlaw LLC,"NastLaw, LLC",1,12,15,"1871, 2034, 2342, 2434, 2436, 2441, 2543, 2545, 2789, 2819, 3031, 3080"
F0406,Miller Shah LLP,,,,1,1,4,2724
F0407,"Tostrud Law Group, P.C.",,,,1,4,8,"2724, 2998, 3031, 3110"
F0408,"Larson · King, LLP","Larson • King, LLP","Larson King, LLP",Larson King LLP,1,15,24,"1431, 1958, 2000, 2247, 2311, 2441, 2471, 2495, 2551, 2724, 2918, 2998, 3031, 3108, 3110"
F0409,"Kotchen & Low,
LLP",Kotchen and Low LLP,Kotchen & Low LLP,,1,2,4,"2089, 2090"
F0410,"Meredith, Cohen, Greenfogel & Skirnick, PC",,,,1,1,1,2090
F0411,Girard Sharp LLP,Girard Sharp,"Girard Sharp, LLP",GIRARD SHARP LLP,1,8,13,"2724, 2966, 3014, 3107, 3108, 3113, 3115, 3148"
F0412,"Lite DePalma Greenberg & Afanador, LLC",Lite DePalma Greenberg & Afanador,"LITE DEPALMA GREENBERG & AFANADOR, LLC",,1,3,6,"2724, 2904, 3113"
F0413,"Preti, Flaherty, Beliveau & Pachios, LLP","Preti Flaherty, Beliveau & Pachios LLP",Preti Flaherty Beliveau & Pachios LLP,"PRETI, FLAHERTY, BELIVEAU, & PACHIOS, LLP",1,5,8,"1888, 1935, 2311, 2931, 3113"
F0414,Fink + Associates Law,,,,1,2,2,"2042, 2311"
F0415,Shearman & Sterling,Shearman & Sterling LLP,,,1,1,3,2704
F0416,Paul Weiss,,,,1,1,2,2704
F0417,Simpson Thacher & Bartlett LLP,,,,1,1,1,2673
F0418,Weinstein Kitchenoff & Asher LLC,Weinstein Kitchenoff & Asher,"Weinstein, Kitchenoff & Asher","Weinstein, Kitchenoff & Asher LLC",1,8,16,"1946, 2002, 2186, 2196, 2262, 2284, 2420, 2668"
F0419,Morris and Morris LLC,,,,1,1,5,2262
F0420,Pomeranz LLP,,,,1,1,6,2262
F0421,Miller Law LLC,"The Miller Law Firm, P.C.",The Miller Law Firm,The Miller Firm LLC,1,24,42,"1867, 1871, 1946, 1968, 1996, 1997, 2042, 2187, 2196, 2243, 2311, 2391, 2445, 2460, 2472, 2516, 2521, 2687, 2744, 2836, 2901, 3040, 3096, 3115"
F0422,"The Dugan Law Firm, LLC",DUGAN LAW FIRM,Dugan Law Firm,The Dugan Law Firm,1,12,17,"1657, 1938, 2242, 2243, 2332, 2409, 2428, 2472, 2754, 2996, 3080, 3140"
F0423,Chimicles & Tikellis LLP,CHIMICLES & TIKELLIS LLP,"Chimicles & Tikellis, LLP",Chimicles & Tikellis,1,7,11,"1745, 1817, 2001, 2036, 2332, 2577, 3014"
F0424,Law Office of Lawrence G. Papale,,,,1,1,1,2332
F0425,"Trujillo Rodriguez & Richards, LLC","Trujillo, Rodriguez & Richards, LLC",,,1,5,5,"1658, 1777, 1782, 1914, 2332"
F0426,Pomerantz Haudek Grossman & Gross LLP,,,,1,3,4,"2074, 2173, 2332"
F0427,Cera LLP,,,,1,2,2,"2508, 2670"
F0428,"Lowey Dannenberg Cohen & Hart, P.C.",,,,1,4,5,"2213, 2481, 2573, 2670"
F0429,Del Mar Law Group LLP,,,,1,1,1,2670
F0430,"Lowey Dannenberg, P.C.",Lowey Dannenberg,,,1,9,16,"2833, 2875, 2878, 3019, 3062, 3071, 3107, 3110, 3119"
F0431,Hillard & Shadowen LLP,,,,1,1,1,2878
F0432,"Green & Noblin, P.C.",,,,1,3,4,"2420, 2437, 2792"
F0433,PRITZKER LAW,,,,1,1,1,2420
F0434,"Faruqi & Faruqi, LLP",Faruqi & Faruqi LLP,FARUQI & FARUQI LLP,,1,10,19,"1777, 1919, 2317, 2361, 2438, 2445, 2472, 2521, 2819, 2984"
F0435,"Shaffer Lombardo Shurin, P.C.",,,,1,1,2,2567
F0436,Paynter Law Firm PLLC,,,,1,1,2,2567
F0437,Hulett Harper Stewart LLP,Hulett Harper & Stewart,,,1,4,4,"1566, 1780, 2093, 2626"
F0438,Sampson Dunlap LLP,,,,1,1,1,2626
F0439,"Kaufman and Canoles, PC",,,,1,1,2,2836
F0440,The Law Office of Craig C. Reilly,,,,1,1,2,2836
F0441,Glasser and Glasser PLC,,,,1,1,2,2836
F0442,Marvin Law LLC,,,,1,1,4,2836
F0443,"Furniss, Davis, Rashkind, and Saunders PC","Furniss, Davis, Rashkind and Saunders, PC",,,1,1,3,2836
F0444,LYNCH & PINE,,,,1,1,1,2472
F0445,"Zwerling, Schachter & Zwerling, LLP","Zwerling, Schachter & Zwerling",,,1,4,5,"1799, 2145, 2819, 3107"
F0446,"Joseph Saveri Law Firm, LLP",Joseph Saveri Law Firm,Joseph Saveri Law Firm LLP,,1,5,8,"2801, 2989, 3071, 3080, 3108"
F0447,Burns Charest LLP,BURNS CHAREST LLP,,,1,8,13,"2406, 2471, 2656, 2738, 2796, 2948, 3107, 3108"
F0448,"Robbins, Russell, Englert, Orseck, Untereiner & Sauber LLP",,,,1,2,3,"2296, 2785"
F0449,"Ahdoot & Wolfson, PC","AHDOOT AND WOLFSON, PC","Ahdoot & Wolfson, P.C.",Ahdoot & Wolfson,1,9,11,"2583, 2588, 2633, 2664, 2827, 2905, 2951, 3107, 3148"
F0450,"Hissey Kientz, LLP","HISSEY KIENTZ, L.L.P.","Hissey Kientz, L.L.P.","Hissey Kientz, L.L.P",1,4,5,"1968, 2187, 2440, 2642"
F0451,Law Offices of J. Robert Rogers,LAW OFFICES OF J. ROBERT ROGERS,,,1,3,6,"2187, 2326, 2440"
F0452,Parker Waichman,"Parker Waichman, LLP",Parker Waichman LLP,PARKER WAICHMAN LLP,1,14,21,"1742, 2000, 2187, 2326, 2333, 2391, 2434, 2440, 2495, 2514, 2924, 2973, 3006, 3089"
F0453,ANDERSON LAW OFFICES,"Anderson Law Offices, LLC",,,1,3,4,"2187, 2326, 2440"
F0454,Davis & Crump,DAVIS & CRUMP,"Davis & Crump, P.C.","DAVIS CRUMP, PC",1,11,13,"2087, 2187, 2226, 2326, 2331, 2440, 2502, 2545, 2666, 2691, 2767"
F0455,OLIVER LAW GROUP,Oliver Law Group PC,Oliver Law Group P.C.,Oliver Law Group,1,7,9,"2187, 2326, 2333, 2481, 2875, 3014, 3087"
F0456,Hersh & Hersh,HERSH & HERSH,Hersh and Hersh,,1,5,7,"1871, 2187, 2325, 2326, 2327"
F0457,HEARD ROBINS CLOUD & BLACK,HEARD ROBINS CLOUD & BLACK LLP,"Heard, Robins, Cloud & Black LLP",,1,4,5,"1871, 2187, 2326, 2545"
F0458,Matthews & Associates,MATTHEWS & ASSOCIATES,Matthews and Associates,,1,7,19,"1928, 2187, 2326, 2434, 2570, 3026, 3092"
F0459,COHEN & MALLAD,,,,1,2,3,"2187, 2326"
F0460,"The Potts Law Firm, LLP",THE POTTS LAW FIRM,The Potts Law Firm,Potts Law Firm,1,6,9,"2187, 2326, 2327, 2511, 2848, 2968"
F0461,Monsour Law Firm,THE MONSOUR LAW FIRM,The Monsour Law Firm,MONSOUR LAW FIRM,1,7,19,"1928, 2187, 2272, 2326, 2885, 3081, 3140"
F0462,Chaffin Luhana LLP,CHAFFIN LUHANA LLP,CHAFFIN LUHANA,Chaffin Luhana,1,7,9,"2187, 2326, 2816, 2924, 3004, 3084, 3140"
F0463,"Blasingame, Burch, Garrard & Ashley, PC","Blasingame, Burch, Garrard & Ashley, P.C.",BLASINGAME BURCH GARRARD & ASHLEY,"Blasingame, Burch, Garrard & Ashley P.C.",1,8,26,"2187, 2326, 2327, 2387, 2440, 2753, 2782, 2885"
F0464,Saunders & Walker,SAUNDERS & WALKER,"SAUNDERS & WALKER, P.A.",,1,4,8,"2187, 2326, 2391, 2924"
F0465,The Restaino Law Firm,THE RESTAINO LAW FIRM,Restaino Law Firm,,1,6,10,"2187, 2197, 2244, 2326, 2440, 2452"
F0466,LEWIS & ROBERTS,,,,1,2,3,"2187, 2326"
F0467,KLINE & SPECTER,"Kline & Specter, P.C.",,,1,3,5,"2187, 2326, 2654"
F0468,MUELLER LAW,Mueller Law PLLC,,,1,3,4,"2187, 2326, 2387"
F0469,"ASHCRAFT & GEREL, LLP",ASHCRAFT & GEREL,Ashcraft & Gerel LLP,Ashcraft & Gerel,1,10,13,"1657, 1742, 1789, 1909, 2187, 2326, 2428, 2436, 2545, 2738"
F0470,WILNER HARTLEY & METCALF,"Wilner Hartley & Metcalf, P.A.",,,1,1,2,2187
F0471,LEVIN SIMES,Levin Simes LLP,Levin Simes,"LEVIN SIMES, LLP",1,7,8,"2187, 2326, 2434, 2441, 2545, 2657, 2666"
F0472,"Neblett, Beard & Arsenault",NEBLETT BEARD & ARSENAULT,Neblett Beard & Arsenault,"NEBLETT, BEARD & ARSENAULT",1,18,42,"1708, 1742, 1811, 1905, 2187, 2197, 2199, 2220, 2223, 2244, 2272, 2284, 2299, 2326, 2333, 2391, 2434, 2514"
F0473,The Lanier Law Firm,Lanier Law Firm,THE LANIER LAW FIRM,THE LANIER LAW FIRM PC,1,20,55,"1657, 1871, 1953, 2187, 2197, 2244, 2326, 2331, 2391, 2434, 2502, 2545, 2738, 2804, 2885, 2973, 3036, 3080, 3081, 3114"
F0474,"LAW OFFICES OF RILEY L. BURNETT, JR.",,,,1,2,3,"2187, 2326"
F0475,LAW OFFICES OF ROBERT L. SALIM,,,,1,2,3,"2187, 2326"
F0476,FREESE & GOSS,"Freese & Goss, PLLC","FREESE & GOSS, PLLC",Freese & Goss,1,6,9,"1657, 1871, 2187, 2326, 2641, 2782"
F0477,"Wagstaff & Cartmell, LLP",Wagstaff & Cartmell LLP,Wagstaff & Cartmell,WAGSTAFF & CARTMELL,1,25,54,"1657, 1871, 2187, 2244, 2326, 2327, 2342, 2387, 2440, 2452, 2458, 2570, 2591, 2606, 2641, 2657, 2885, 2936, 3026, 3073, 3080, 3081, 3089, 3094, 3140"
F0478,REILLY POZNER,Reilly Pozner LLP,,,1,4,5,"2187, 2326, 2342, 2458"
F0479,"The Law Offices of A. Craig Eiland, P.C.",,,,1,1,1,2709
F0480,"Milstein, Jackson, Fairchild & Wade, LLP",Milstein Jackson Fairchild & Wade,,,1,2,9,"2709, 2741"
F0481,The Casey Law Frim,,,,1,1,1,2709
F0482,Ademi LLP,,,,1,1,2,2709
F0483,"Smith, Gildea & Schmidt, LLC",,,,1,1,1,2709
F0484,Guthrie & Thomas PLLC,Guthrie & Thomas,,,1,3,3,"2325, 2326, 2327"
F0485,Fred,,,,1,1,1,2326
F0486,"Farrell, White & Legg PLLC",,,,1,3,3,"2325, 2326, 2327"
F0487,"Michael J. Miller, Esquire",,,,1,1,1,2326
