Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0214,Cafferty Clobes Meriwether & Sprengel LLP,Cafferty Clobes Meriwether & Sprengel LLP-IL,,,2,6,10,"2819, 2827, 2968, 3031, 3071, 3115"
F0215,"Grossman Roth, P.A.",Grossman Roth Yaffa Cohen P.A.,,,2,2,10,"2036, 2989"
F0216,"Weisman, Kennedy & Berris Co., L.P.A.",Weisman Kennedy,"Weisman, Kennedy & Berris","WEISMAN, KENNEDY & BERRIS CO., L.P.A.",3,6,10,"2197, 2441, 3004, 3044, 3080, 3140"
F0217,"Morgan, Lewis & Bockius, LLP","Morgan, Lewis & Bockius LLP","MORGAN, LEWIS & BOCKIUS LLP",Morgan Lewis and Bockius LLP,1,5,10,"2545, 2587, 2724, 2836, 3014"
F0218,"Osborne & Associates Law Firm, PA","Osborne & Francis Law Firm, PLLC","OSBORNE & FRANCIS LAW FIRM, PLLC",Osborne & Francis,2,4,10,"2641, 2768, 2859, 3035"
F0219,"Childers, Schlueter & Smith, LLC","CHILDERS, SCHLUETER & SMITH, LLC","Childers, Schlueter & Smith L.L.C.",,1,8,10,"2441, 2666, 2734, 2768, 2782, 3079, 3092, 3115"
F0220,Searcy Denney Scarola Barnhart & Shipley PA,"Searcy, Denney, Scarola, Barnhart & Shipley",Searcy Denney Scarola Barnhart & Shipley,"Searcy Denney Scarola Barnhart & Shipley, PA",2,4,10,"2244, 2391, 2768, 2859"
F0221,"Sive, Paget & Riesel P.C.","Sive Paget & Riesel, P.C.",,,1,1,10,2873
F0222,"Blizzard, McCarthy & Nabers","BLIZZARD, MCCARTHY & NABERS, L.L.P.",Blizzard & Nabers,"Blizzard, McCarthy & Nabers LLC",2,8,9,"1657, 1968, 2004, 2187, 2197, 2342, 2458, 2657"
F0223,"COHEN, PLACITELLA & ROTH","Cohen, Placitella & Roth",Cohen Placitella & Roth,COHEN PLACITELLA & ROTH,3,7,9,"1657, 1763, 1817, 1916, 2187, 2197, 2738"
F0224,Akin Gump Strauss Hauer & Feld LLP,"Akin Gump Strauss Hauer & Feld, LLP",AKIN GUMP STRAUSS HAUER & FELD LLP,"Akin, Gump, Strauss, Hauer & Feld LLP",1,5,9,"1730, 1894, 1899, 2296, 2693"
F0225,"Preti, Flaherty, Beliveau & Pachios, LLP","Preti Flaherty, Beliveau & Pachios LLP","PRETI, FLAHERTY, BELIVEAU, & PACHIOS, LLP",Preti Flaherty Beliveau & Pachios LLP,2,6,9,"1888, 1935, 2311, 2875, 2931, 3113"
F0226,Latham & Watkins LLP,LATHAM & WATKINS LLP,,,1,4,9,"1907, 2492, 2587, 3110"
F0227,Levin Simes LLP,LEVIN SIMES,Levin Simes Kaiser & Gornick LLP,"Levin, Simes, Kaiser & Gornick",2,9,9,"1909, 2187, 2197, 2244, 2434, 2441, 2545, 2657, 2691"
F0228,"Baum Hedlund, Aristei & Goldman, PC",Baum Hedlund Aristei & Goldman,"Baum, Hedlund, Aristei & Goldman, P.C.","BAUM HEDLUND ARISTEI & GOLDMAN, P.C.",1,6,9,"1953, 2085, 2654, 2741, 2924, 3036"
F0229,"Wilentz, Goldman & Spitzer","Wilentz, Goldman & Spitzer, P.A.","WILENTZ, GOLDMAN & SPITZER","Wilentz, Goldman & Spitzer P.A.",1,6,9,"1953, 2020, 2272, 2445, 2738, 2789"
F0230,Toriseva Law,,,,1,2,9,"1968, 2570"
F0231,"Saltz Mongeluzzi & Bendesky, P.C.","Saltz, Mongeluzzi, Barrett & Bendesky, P.C.","Saltz, Mongeluzzi, Barrett & Bendesky","Saltz Mongeluzzi Barrett & Bendesky, P.C.",2,4,9,"2023, 2575, 2654, 2873"
F0232,"Kanner & Whiteley, L.L.C.","Kanner & Whiteley, LLC","KANNER & WHITELEY, LLC","KANNER & WHITELEY, L.L.C.",1,5,9,"2048, 2107, 2709, 2875, 2924"
F0233,Kiesel Boucher Larson LLP,Kiesel Law LLP,"Kiesel, Boucher & Larson, LLP","Kiesel Boucher Larson, LLP",3,6,9,"1871, 2074, 2314, 2329, 2330, 2814"
F0234,"Provost Umphrey Law Firm, L.L.P.","Provost Umphrey Law Firm, LLP","Provost Umphrey Law Firm, L.L.P",,1,4,9,"2068, 2555, 2570, 2641"
F0235,"Clifford Law Offices, P.C./ Colucci & Gallaher","Clifford Law Offices, P.C.",Clifford Law Offices,,2,5,9,"2085, 2619, 2705, 2817, 2948"
F0236,Holland Law Firm,Holland Groves Schneller Stolze,"Holland, Groves, Schneller & Stolze, LLC","Holland, Groves, Schneller & Stolze",2,6,9,"2274, 2290, 2382, 2434, 2474, 2973"
F0237,Block & Leviton LLP,Block and Leviton,"Block & Leviton, LLP",,1,7,9,"2262, 2384, 2437, 2566, 2670, 2672, 2687"
F0238,"Bryant Law Center, P.S.C.","BRYANT LAW CENTER, P.S.C.",Bryant Law Center,"Bryant Law Center, PSC",2,3,9,"2885, 2936, 2996"
F0239,Colson Hicks Eidson,Colson Hicks Edison,"Colson, Hicks, Eidson",,2,6,9,"2047, 2599, 2841, 2885, 2973, 2994"
F0240,Walsh Law PLLC,Walsh Law Firm,Walsh PLLC,"Walsh Law, PLC",3,5,9,"2522, 2984, 3015, 3084, 3094"
F0241,Paul LLP,"Paul, LLP",,,1,5,9,"2820, 2993, 3023, 3025, 3031"
F0242,Baker & Hostetler LLP,Baker and Hostetler LLP,Baker Hostetler LLP,,1,4,9,"1570, 2879, 3071, 3090"
F0243,Panish Shea & Boyle,"Panish, Shea, Boyle, Ravipudi","PANISH, SHEA & BOYLE LLP","Panish, Shea & Boyle",2,3,9,"2197, 2244, 3140"
F0244,"Webb, Klase & Lemond, LLC","Webb, Klase & Lemond, L.L.C.",,,1,2,9,"2036, 2613"
F0245,Weitz Luxenburg,,,,1,1,9,2244
F0246,"Gallagher & Kennedy, P.A.","Gallagher & Kennedy, PA",,,1,2,9,"2570, 2641"
F0247,Singleton Law Firm,"Singleton Schreiber, LLP",The Singleton Law Firm,SINGLETON LAW FIRM,2,6,8,"1431, 1657, 2299, 2873, 3043, 3140"
F0248,"Cafferty Faucher, LLP",CAFFERTY FAUCHER LLP,Cafferty Faucher LLP,Miller Faucher and Cafferty,2,7,8,"1657, 1663, 1715, 1997, 2185, 2334, 2373"
F0249,Cohn Lifland Pearlman Herrmann & Knopf LLP,COHN LIFLAND PEARLMAN HERRMANN & KNOPF LLP,"Cohn, Lifland, Pearlman, Herrmann & Knopf LLP",Cohn Lifland Peariman Herrmann & Knopf LLP,2,5,8,"1658, 1730, 2332, 2471, 3080"
F0250,"Kantrowitz, Goldhamer & Graifman, P.C.","Kantrowitz, Goldhammer & Graifman, PC",Goldhammer & Graifman,"KANTROWITZ, GOLDHAMER & GRAIFMAN, P.C.",3,7,8,"1725, 2583, 2827, 2903, 2972, 3078, 3115"
F0251,"Roda Nast, P.C.",Nast Law LLC,RODA & NAST PC,"RODA & NAST, P.C.",2,6,8,"1431, 1730, 1871, 1905, 2502, 2724"
F0252,Tucker Ellis & West LLP,Tucker Ellis and West LLP,Tucker Ellis & West,Tucker Ellis LLP,2,4,8,"1742, 1968, 2197, 2387"
F0253,OMelveny & Myers LLP,"OMelveny & Myers, LLP",,,1,4,8,"1700, 1785, 2639, 2887"
F0254,Emerson Poynter LLP,Poynter Law Group,"Emerson Poynter, LLP",,2,6,8,"1811, 1982, 2481, 2591, 2820, 3127"
F0255,Reich & Binstock,"Reich & Binstock, LLP",Reich and Binstock LLP,,1,6,8,"1842, 1943, 1968, 2000, 2740, 2754"
F0256,"Williams, Kherkher, Hart & Boundas LLP","Williams Kherkher Hart Boundas, LLC","Williams Kherkher Hart Boundas, LLP","Williams, Kherker, Hart, Boundas, LLP",4,6,8,"1842, 1905, 1928, 2068, 2875, 3084"
F0257,"Doffermyre Shields Canfield & Knowles, LLC",Doffermyre Shields Canfield Knowles & Devine,,,2,5,8,"1895, 2084, 2495, 2583, 2800"
F0258,DLA PIPER LLP,DLA Piper LLP,DLA Piper US LLP,DLA PIPER LLP (US),2,3,8,"1909, 2545, 2924"
F0259,Halleland Lewis Nilan & Johnson,Nilan Johnson Lewis PA,"HALLELAND LEWIS NILAN SIPKINS & JOHNSON, P.A.",,3,3,8,"1431, 1836, 1943"
F0260,"The Orlando Firm, P.C.",The Orlando Firm,"The Orlando Firm, PC","THE ORLANDO FIRM, P.C.",1,7,8,"2087, 2331, 2492, 2545, 2767, 2776, 2875"
F0261,"Ulmer & Berne, LLP",Ulmer & Berne LLP,,,1,5,8,"2100, 2226, 2545, 2740, 2974"
F0262,Strange & Carpenter,STRANGE & CARPENTER,,,1,5,8,"2196, 2238, 2258, 2358, 2481"
F0263,"Janet, Jenner & Suggs, LLC","JANET, JENNER & SUGGS, LLC",,,1,5,8,"2308, 2419, 2502, 2657, 2775"
F0264,Oliver Law Group P.C.,Oliver Law Group PC,"Oliver Law Group, P.C.",OLIVER LAW GROUP,2,7,8,"2187, 2272, 2333, 2481, 2875, 3014, 3087"
F0265,Francis Mailman Soumilas P.C.,"Francis & Mailman, P.C.",,,2,2,8,"2426, 2933"
F0266,"Taus, Cebulash & Landau LLP","Taus, Cebulash & Landau, LLP","TAUS, CEBULASH & LANDAU, LLP",,1,4,8,"2521, 2819, 2993, 3107"
F0267,"Levi & Korsinsky, LLP",Levi & Korsinsky LLP,LEVI & KORSINSKY LLP,,1,7,8,"2705, 2827, 2828, 2887, 2905, 2938, 3025"
F0268,"Paul, Weiss, Rifkind, Wharton & Garrison LLP","Paul, Weiss, Rifkind & Garrison, LLP",,,2,6,8,"2296, 2669, 2673, 2704, 2941, 3110"
F0269,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",,,,1,3,8,"2862, 2875, 3014"
F0270,Romano Law Group,,,,1,3,8,"2244, 2331, 3026"
F0271,"Neal & Harwell, PLC",,,,1,2,8,"2724, 3032"
F0272,Hartley LLP,,,,1,3,8,"2862, 3031, 3149"
F0273,"Gori Julian & Associates, P.C.",The Gori Law Firm,Gori Julian & Associates,"Gori, Julian & Associates, P.C.",2,7,8,"2753, 2754, 2767, 2775, 2885, 3081, 3094"
F0274,Frazer PLC,FRAZER PLC,,,1,2,8,"2873, 3092"
F0275,Trief & Olk,,,,1,1,8,2036
F0276,COOLEY LLP,Cooley LLP,"Cooley, LLP",,1,3,8,"2153, 2587, 2795"
F0277,"Greene, Ketchum, Bailey, Walker, Farrell & Tweel",GREENE KETCHUM BAILEY WALKER FARRELL & TWEEL,,,1,4,8,"2187, 2325, 2326, 2327"
F0278,"Bolognese & Associates, LLC",Bolognese & Associates LLC,BOLOGNESE & ASSOCIATES LLC,,1,3,7,"1682, 1768, 2460"
F0279,"Robbins Umeda & Fink, LLP",ROBBINS UMEDA LLP,,,2,4,7,"1658, 1714, 1963, 2335"
F0280,"Skadden, Arps, Slate, Meagher & Flom LLP","Skadden, Arps, Slate, Meagher & Flom, LLP","Skadden, Arps, Slate, Meagher & Flom, LLP & Associates",Skadden,2,7,7,"1712, 2068, 2226, 2296, 2941, 2973, 3071"
F0281,Shapiro Haber & Urmy LLP,SHAPIRO HABER & URMY LLP,"Shapiro, Haber, & Urmy LLP","Shapiro Haber & Urmy, LLP",1,6,7,"1733, 1790, 1838, 2109, 2409, 2938"
F0282,"Pogust Braslow & Millrood, LLC","Pogust, Braslow & Millrood","Pogust, Braslow and Millrood","POGUST, BRASLOW & MILLROOD, LLC",1,6,7,"1736, 1909, 2272, 2506, 2545, 2657"
F0283,"Morelli Law Firm, PLLC",Morelli Ratner PC,Morelli Ratner,"Morelli Ratner, P.C.",3,6,7,"1785, 1871, 2331, 2415, 2545, 2654"
F0284,Quetglas Law Offices,Quetglas/Archie Lamb/Kirk Wood,,,2,3,7,"1785, 1905, 1953"
F0285,"Murdock, Goldenberg, Schneider & Groh, LPA","Goldenberg Schneider, LPA",,,2,3,7,"1796, 2316, 2887"
F0286,The Drakulich Firm,"The Drakulich Firm, APLC",Drakulich Firm,THE DRAKULICH FIRM,2,5,7,"1905, 2299, 2359, 2452, 2973"
F0287,Kozyak Tropin & Throckmorton LLP,Kozyak Tropin & Throckmorton,Koyzak Tropin & Throckmorton LLP,"Kozyak Tropin & Throckmorton, LLP",2,5,7,"1907, 2619, 2779, 3071, 3080"
F0288,Lewis Saul & Associates,"Lewis Saul & Associates, P.C.",Lewis Saul & Associates P.C.,,1,3,7,"1943, 1954, 2426"
F0289,Irwin Fritchie Urquhart & Moore LLC,"Irwin, Fritchie, Urquhart & Moore, LLC","Irwin Fritchie Urquhart & Moore, LLC",,1,3,7,"1943, 2740, 3023"
F0290,"GRAY, PLANT, MOOTY, MOOTY & BENNETT, P.A.","Gray, Plant, Mooty, Mooty & Bennett P.A.","Gray, Plant, Mooty, Mooty& Bennett, P.A.","Gray, Plant, Mooty, Mooty & Bennett, PA",1,2,7,"1957, 2587"
F0291,"Mellon, Webster & Shelley","MELLON, WEBSTER & SHELLY","Mellon, Webster & Shelly","Mellon,Webster & Shelly",2,4,7,"1570, 1871, 1995, 2034"
F0292,STEWARTS LAW US LLP,"Stewarts Law U.S., L.L.C.",,,2,2,7,"2314, 2358"
F0293,Meyer Wilson,"Meyer Wilson Co., LPA",MEYER WILSON,,2,5,7,"2416, 2875, 3056, 3092, 3094"
F0294,"Ademi & OReilly, LLP",ADEMI LLP,,,2,3,7,"2286, 2439, 2709"
F0295,"The Potts Law Firm, LLP",the Potts Law Firm,THE POTTS LAW FIRM,,1,6,7,"2187, 2325, 2326, 2327, 2511, 2968"
F0296,Bleichmar Fonti & Auld LLP,"Bleichmar Fonti & Auld, LLP","Bleichmar, Fonti & Auld LLP",Bleichmar Fonti & Auld,1,4,7,"2777, 2796, 2843, 2905"
F0297,Siro Smith Dickson Law Firm,SIRO SMITH DICKSON LAW FIRM,,,1,1,7,2936
F0298,Langdon & Emison,LANGDON & EMISON,"Langdon & Emison, LLC",,1,2,7,"2936, 3081"
F0299,Radice Law Firm,"Radice Law Firm, P.C.","Radice Law Firm, PC","RADICE LAW FIRM, P.C.",1,5,7,"2819, 2931, 2946, 2966, 3107"
F0300,"Pulaski Kherkher, PLLC","PULASKI KHERKHER, PLLC",Pulaski Kherkher PLLC,Pulaski Law Firm,2,6,7,"2767, 2885, 2924, 2973, 3004, 3084"
F0301,Chaffin Luhana LLP,CHAFFIN LUHANA LLP,Chaffin Luhana,,1,6,7,"2187, 2816, 2924, 3004, 3084, 3140"
F0302,Duffy & Young LLC,"Duffy & Young, LLC",,,1,2,7,"2873, 2972"
F0303,The Ferraro Law Firm,"The Ferraro Law Firm, P.A.",,,1,3,7,"2873, 2989, 3080"
F0304,"HERZFELD, SUETHOLZ, GASTEL, LENISKI, AND WALL, PLLC","Herzfeld, Suetholz, Gastel, Leniski and Wall, PLLC","Herzfeld, Suetholz, Gastel, Leniski, and Wall, PLLC","Herzfeld Suetholz Gastel Liniski & Wall, PLLC",2,4,7,"3026, 3071, 3079, 3092"
F0305,"Wright & Schulte, LLC",Wright & Schulte LLC,Wright & Schulte,,1,4,7,"2433, 2782, 3035, 3140"
F0306,"Humphrey Farrington & McClain, P.C.","HUMPHREY FARRINGTON & MCCLAIN, P.C.",HUMPHREY FARRINGTON & McCLAIN,"Humphrey, Farrington & McClain, PC",1,2,7,"2709, 3052"
F0307,Hellmuth & Johnson PLL C,Hellmuth & Johnson PLLC,"Hellmuth & Johnson, PLLC",HELLMUTH & JOHNSON PLLC,2,3,7,"2795, 2828, 2993"
F0308,"Dickerson Oxton, LLC",Dickerson Oxton LLC,,,1,2,7,"3081, 3125"
F0309,MOLOLAMKEN LLP,MoloLamken LLP,,,1,1,7,3113
F0310,"Barry Law Offices, LLC",,,,1,1,7,1566
F0311,BAILEY & GLASSER LLP,Bailey & Glasser LLP,Bailey and Glasser LLP,Bailey Glasser LLP,1,6,7,"2034, 2493, 2672, 2753, 2775, 2885"
F0312,The Bell Law Firm PLLC,"The Bell Law Firm, PLLC",THE BELL LAW FIRM,,1,5,7,"2034, 2187, 2325, 2326, 2327"
F0313,"Harrison, Davis, Steakley & Morrison, PC","Harrison, Davis, Steakley, Morrison and Jones",,,2,2,7,"2244, 2875"
F0314,"Hovde Dassow & Deets, LLC","Hovde, Dassow + Deets, LLC",,,1,2,7,"2391, 2570"
F0315,"Kennedy & Madonna, LLP",Kennedy Madonna LLP,,,1,3,7,"2433, 2754, 2873"
F0316,"BOSSIER & ASSOCIATES, PLLC","Bossier & Associates, PLLC",Bossier and Associates,,1,3,6,"1657, 2272, 3029"
F0317,KLAFTER OLSEN & LESSER LLP,Klafter Lesser LLP,,,2,3,6,"1657, 2025, 2989"
F0318,"Trujillo Rodriguez & Richards, LLC","Trujillo Rodriguez & Richards, LC","Trujillo, Rodriguez & Richards, LLC",,2,5,6,"1658, 1777, 1782, 1914, 2332"
F0319,"Brower Piven, A Professional Corporation","Brower Piven, a Professional Corporation",,,1,4,6,"1658, 1933, 1961, 1963"
F0320,"Much Shelist Freed Denenberg Ament & Rubenstein, P.C.","Much, Shelist, Freed, Denenberg, Ament & Rubenstein, P.C.","Much Shelist Freed Denenberg Ament & Rubenstein, PC","MUCH SHELIST FREED DENENBERG AMENT & RUBENSTEIN, P.C.",2,2,6,"1682, 1768"
F0321,"Nix, Patterson & Roach, LLP","Nix, Patterson & Roach, L.L.P.","NIX, PATTERSON & ROACH, L.L.P.",,1,3,6,"1725, 2335, 2502"
F0322,"Rheingold, Valet, Rheingold, Shkolnik & McCartney LLP","Rheingold, Valet, Rheingold, Shkolnik & Mccartney LLP","Rheingold,Valet, Rheingold, Shkolnik & McCartney, LLP",,1,5,6,"1708, 1905, 2066, 2199, 2220"
F0323,"ODOM & DES ROCHES, L.L.P.",Odom & Des Roches LLP,,,1,2,6,"1730, 2521"
F0324,Goldman Scarlato & Karon,"Goldman, Scarlato, Karon & Penny, PC",Goldman Scarlato Karon & Penny PC,"Goldman, Scarlato & Penny, PC",3,5,6,"1785, 2409, 2460, 2551, 2595"
F0325,Wolf Popper LLP,,,,1,3,6,"1838, 1968, 3111"
F0326,"Wiggins, Childs, Quinn & Pantazis, LLC","Wiggins, Childs, Quinn & Pantazis LLC","Wiggins, Childs, Quinn and Pantazis","Wiggins, Childs, Pantazis, Fisher & Goldfarb, LLC",2,5,6,"1570, 1854, 1871, 2034, 2875"
F0327,"Salas & Co., L.C.",Salas & Co.,,,1,3,6,"1905, 1953, 2328"
F0328,Bowman & Brooke LLP,,,,1,1,6,1905
F0329,"Fibich, Leebron, Copeland & Briggs","FIBICH, LEEBRON, COPELAND & BRIGGS","Fibich, Hampton, Leebron & Garth",FIBICH HAMPTON LEEBRON BRIGGS & JOSEPHSON,3,4,6,"1909, 2187, 2809, 3092"
F0330,The Coffman Law Firm,THE COFFMAN LAW FIRM,,,1,2,6,"1921, 2357"
F0331,"Kahn Swick & Foti, LLC","Kahn, Gauthier, Swick, LLC",,,2,3,6,"1931, 2058, 2185"
F0332,Wild Law Group PLLC,the Law Offices of Max Wild,Law Offices of Max Wild,,2,1,6,1952
F0333,Morris and Morris LLC Counselors At Law,Morris and Morris Counselors At Law,,,1,2,6,"1946, 2262"
F0334,Friedman Law Group LLP,,,,1,2,6,"1982, 2221"
F0335,Harwood Feffer LLP,HARWOOD FEFFER LLP,,,1,5,6,"1700, 1995, 2013, 2058, 2335"
F0336,Edgar Law Firm LLC,EDGAR LAW FIRM LLC,,,1,3,6,"1995, 2034, 2328"
F0337,Clayeo C. Arnold A Professional Corporation,Arnold Law Firm,ARNOLD LAW FIRM,"Clayeo C. Arnold, A Professional Law Corp.",5,4,6,"2051, 2994, 3056, 3149"
F0338,Burke LLP,Burke PLLC,"Burke Law Offices, LLC",,1,4,6,"2083, 2416, 3071, 3119"
F0339,McCulley McCluer LLC,McCulley McCluer PLLC,,,1,2,6,"2089, 2972"
F0340,"Glancy Prongay & Murray, LLP",Glancy Prongay & Murray LLP,"Glancy, Prognay & Murray LLP",,2,3,6,"2186, 2357, 2668"
F0341,Steyer Lowenthal Boodrookas Alvarez & Smith LLP,Steyer Lowenthal,,,2,4,6,"2186, 2796, 2985, 3001"
F0342,"Isaac Wiles Burkholder & Teetor, LLC","Isaac, Wiles, Burkholder & Teeter, LLC","Isaac, Brant, Ledman and Teetor, LLP",,3,2,6,"2233, 2661"
F0343,"Schachter, Hendy & Johnson, PSC","SCHACHTER, HENDY & JOHNSON PSC",,,1,2,6,"2308, 2545"
F0344,Reilly Pozner LLP,Reilly Pozner & Connelly,REILLY POZNER,,2,5,6,"1871, 2187, 2342, 2458, 2664"
F0345,Zimmerman Law Offices,"Zimmerman Law Offices, P.C.",,,1,4,6,"2439, 2669, 2705, 3108"
F0346,"McElroy, Deutsch, Mulvaney & Carpenter, LLP","MCELROY, DEUTSCH, MULVANEY & CARPENTER, LLP",,,1,2,6,"2471, 3113"
F0347,"Harris Penn Lowry, LLP",Harris Penn Lowry LLP,,,1,1,6,2583
F0348,Altshuler Berzon LLP,,,,1,2,6,"2617, 2992"
F0349,"Adhoot & Wolfson, PC","Adhoot & Wolfson, P.C.",,,1,5,6,"2627, 2645, 2743, 2905, 3096"
F0350,Clayton Jones Law Firm,"CLAYTON JONES, ATTORNEY AT LAW",,,2,1,6,2936
F0351,"Emerson Firm, PLLC","EMERSON FIRM, PLLC",,,1,1,6,2936
F0352,"Lundberg Law Firm, P.L.C.","LUNDBERG LAW FIRM, P.L.C.",,,1,1,6,2936
F0353,"Griffith Law Center, PLLC","GRIFFITH LAW CENTER, PLLC",,,1,1,6,2936
F0354,Saunders & Walker,"SAUNDERS & WALKER, P.A.",SAUNDERS & WALKER,,1,3,6,"2187, 2391, 2924"
F0355,McDonald Worley,"McDonald Worley, PC",,,1,3,6,"2989, 3029, 3081"
F0356,"Tostrud Law Group, P.C.",,,,1,4,6,"2724, 2998, 3031, 3110"
F0357,"McShane & Brady, LLC",McShane & Brady LLC,,,1,4,6,"2994, 3019, 3073, 3096"
F0358,"Bradley/Grombacher, LLP",Bradley/Grombacher LLP,Bradley Grombacher LLP,,1,4,6,"2672, 3015, 3089, 3115"
F0359,Keller Lenkner LLC,"Keller Lenkner, LLC",,,1,3,6,"2809, 2885, 3015"
F0360,Migliaccio & Rathod LLP,,,,1,4,6,"2875, 3014, 3108, 3114"
F0361,"Robert Peirce & Associates, P.C.",Robert Peirce & Associates,ROBERT PEIRCE & ASSOCIATES P.C.,,1,3,6,"3014, 3092, 3140"
F0362,Nigh Goldenberg Raso & Vaughn,"Nigh Goldenberg Raso & Vaughn, PLLC","Nigh, Goldenberg, Raso & Vaughn PLLC",,1,5,6,"3029, 3084, 3089, 3092, 3140"
F0363,AARP Foundation,,,,1,1,6,3035
F0364,"Kantor & Kantor, LLP","Kantor & Kantor, LLC",KANTOR & KANTOR LLP,,1,1,6,3035
F0365,"Law Offices of Environmental Litigation Group, P.C.",Environmental Litigation Group PC,,,1,2,6,"2873, 3080"
F0366,Bailey Cowan Heckaman PLLC,Bailey Cowan Heckman,,,2,2,6,"2885, 3087"
F0367,Flint Cooper Cohn Thompson & Miracle,Flint Cooper LLC,FLINT COOPER COHN THOMPSON & MIRACLE,FLINT COOPER LLC,2,1,6,3092
F0368,Schneider Hammers LLC,Hammers Law Firm,Hammers Law,HAMMERS LAW FIRM,2,3,6,"2570, 3092, 3094"
F0369,Hersh & Hersh,HERSH & HERSH,,,1,5,6,"1871, 2187, 2325, 2326, 2327"
F0370,Pepper Hamilton LLP,Pepper Hamilton LLO,,,2,4,6,"1871, 2002, 2724, 2886"
F0371,"Bruce S. Rogow, P.A.",,,,1,1,6,2036
F0372,Lugenbuhl Wheaton Peck Rankin & Hubbard,"Lugenbuhl, Wheaton, Peck, Rankin & Hubbard",,,1,1,6,2047
F0373,"The Moody Law Firm, Inc.","The Moody Law Firm, PLLC",,,2,4,6,"2187, 2440, 2570, 2768"
F0374,"Franklin D. Azar & Associates, P.C.",,,,1,1,6,2244
F0375,"Bradshaw, Fowler, Proctor & Fairgrave, PC",,,,1,1,6,2244
F0376,Gomez Trial Attorneys,GOMEZ TRIAL LAWYERS,Gomez Law Firm,,3,4,6,"2391, 2642, 2750, 2775"
F0377,"Robertson & Associates, LLP",Robertson & Associates LLP,Robertson & Associates,,1,3,6,"2627, 2743, 2779"
F0378,"The Hood Law Firm, LLC",The Hood Law Firm,,,1,2,6,"2767, 2873"
F0379,SL Environmental Law Group,,,,1,1,6,2873
F0380,"Eckert Seamans Cherin & Mellott, LLC",Eckert Seamans,,,2,3,5,"1712, 1928, 3060"
F0381,Dykema Gossett PLLC,,,,1,2,5,"1718, 1928"
F0382,MCGINNIS LOCHRIDGE & KILGORE LLP,"McGinnis, Lochridge & Kilgore LLP",,,1,2,5,"1742, 2587"
F0383,Hollingsworth LLP,Spriggs & Hollingsworth,,,2,2,5,"1760, 3006"
F0384,"McGowan, Hood, Felder & Johnson","McGowan, Hood, Felder & Phillips, LLC","McGowan, Hood & Felder, LLC",,3,3,5,"1785, 2816, 3107"
F0385,"Irpino, Avin & Hawkins",Irpino Avin & Hawkins,Irpino Law Firm,,2,5,5,"1789, 2606, 2750, 3026, 3080"
F0386,"Zwerling, Schachter & Zwerling, LLP","Zwerling, Schachter & Zwerling",,,1,4,5,"1799, 2145, 2819, 3107"
F0387,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C",Ogletree Deakins,,,2,2,5,"1796, 2945"
F0388,Halunen & Associates,Halunen Law,,,1,5,5,"1817, 2000, 2359, 2688, 2792"
F0389,"Hudson, Mallaney, Shindler & Anderson, P.C.","Hudson Mallaney & Shindler, P.C.",Hudson Mallaney Shindler Anderson P.C.,Shindler Anderson Goplerud & Weese PC,3,5,5,"1817, 2274, 2290, 2903, 3036"
F0390,"Abraham, Fruchter & Twersky, LLP",Abraham Fruchter & Twersky LLP,,,1,5,5,"422, 1889, 2672, 2742, 3096"
F0391,"Law Offices Bernard M. Gross, P.C.","Law Offices of Bernard M. Gross, P.C.",Law Offices of Bernard M. Gross,"LAW OFFICES BERNARD M. GROSS, PC",1,4,5,"1912, 1919, 2460, 2472"
F0392,Saxena White P.A.,Saxena White LLP,,,1,2,5,"1933, 2058"
F0393,"URY & MOSKOW, L.L.C.","Ury & Moskow, LLC","URY & MOSKOW, LLC",,1,2,5,"1928, 2452"
F0394,Sidley Austin LLP,Sidley Austin (Chicago),SIDLEY AUSTIN BROWN & WOOD,,3,4,5,"1431, 1928, 2299, 2591"
F0395,"Specter Specter Evans & Manogue, P.C.","SPECTER SPECTER EVANS & MANOGUE, P.C.","Specter Specter Evans & Manogue, PC",,1,2,5,"1942, 1953"
F0396,"Gurewitz & Raben, PLLC",,,,1,1,5,1952
F0397,"Bleau Fox, A.P.L.C.","BLEAU FOX, A P.L.C.",,,1,1,5,1957
F0398,"Hissey Kientz, LLP","Hissey Kientz, L.L.P.","Hissey Kientz, L.L.P","HISSEY KIENTZ, L.L.P.",1,4,5,"1968, 2187, 2440, 2642"
F0399,"Morrison, Fenske & Sund P.A.","Morrison Fenske & Sund, PA",,,1,1,5,1999
F0400,Morrison & Foerster LLP,Morrison Foerster,,,1,4,5,"1999, 2627, 2949, 3071"
F0401,The Piscitelli Law Firm,"Frank Piscitelli Co., L.P.A.",Piscitelli Law Firm,the Piscitelli Law Firm,2,5,5,"1998, 2220, 2243, 2317, 2324"
F0402,Fulbright & Jaworski L.L.P.,Fulbright & Jaworski LLP,Fulbright & Jaworski,,1,3,5,"2050, 2051, 2387"
F0403,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC",Connors LLP,,,2,2,5,"2085, 2903"
F0404,"Baumeister & Samuels, PC","Baumeister & Samuels, P.C.",,,1,2,5,"1570, 2085"
