Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0388,Susman Godfrey LLP,Susman Godfrey L.L.P.,Susman Godfrey,SUSMAN GODFREY LLP,1,12,35,"1891, 1950, 1957, 2058, 2471, 2668, 2948, 2972, 3113, 3121, 3143, 3148"
F0389,Hunton & Williams LLP,,,,1,1,1,1894
F0390,"Drubner, Hartley & Hellman LLC",,,,1,1,1,1894
F0391,Whatley Kallas LLP,"Whatley Kallas, LLP",Whatley Kallas LLC,,1,3,3,"1894, 2048, 2415"
F0392,Abraham Fruchter & Twersky LLP,"Abraham, Fruchter & Twersky, LLP",,,1,3,3,"422, 1889, 3096"
F0393,Westerman Law Corp.,,,,1,2,2,"1891, 2145"
F0394,Berman De Valerio,,,,1,2,2,"1898, 1963"
F0395,Zimmerman Reed PLLP,"Zimmerman Reed, PLLP",,,1,8,15,"1905, 1943, 1958, 1990, 2000, 2247, 2474, 2564"
F0396,The Drakulich Firm,Drakulich Firm,,,1,3,4,"1905, 2299, 2359"
F0397,"Goldenberg & Johnson, PLLC",,,,1,1,2,1905
F0398,"Salas & Co., L.C.",Salas & Co.,,,1,3,6,"1905, 1953, 2328"
F0399,"Sanford, Stevenson Riff LLP",Sanford Stevenson Riff LLP,,,1,1,2,1905
F0400,Bowman & Brooke LLP,,,,1,1,6,1905
F0401,Bryan Cave LLP,,,,1,2,2,"1911, 1914"
F0402,Ungaretti & Harris LLP,,,,1,1,1,1911
F0403,Byrnes & Keller LLP,,,,1,1,1,1919
F0404,"Law Offices Bernard M. Gross, P.C.","Law Offices of Bernard M. Gross, P.C.",,,1,2,3,"1912, 1919"
F0405,Breskin Johnson & Townsend,,,,1,1,1,1919
F0406,Zwerling Schacter & Zwerling LLP,,,,1,1,1,1919
F0407,"Car & Reinbrecht, PC",,,,1,1,1,1920
F0408,"Horwitz, Horwitz & Paradis, Attorneys at Law",,,,1,1,1,1920
F0409,Latham & Watkins LLP,,,,1,2,4,"1907, 3110"
F0410,"Bramson, Plutzik, Mahler & Birkhaeuser, LLP",,,,1,1,1,1907
F0411,"Baker, Sterchi, Cowden & Rice L.L.C.",,,,1,1,1,1909
F0412,"Wheeler, Trigg & Kennedy",,,,1,1,1,1909
F0413,"Squire, Sanders & Dempsey LLP","Squire, Sanders & Dempsey L.L.P.",,,1,2,2,"1909, 1928"
F0414,"Skikos, Crawford, Skikos, Joseph & Millican LLP",,,,1,1,1,1909
F0415,Law Offices of Howard Nations,,,,1,1,1,1909
F0416,"Fibich, Hampton, Leebron & Garth",,,,1,1,1,1909
F0417,Hanly Conroy Bierstein Sheridan Fisher & Hayes LLP,"Hanly, Conroy, Bierstein, Sheridan, Fisher & Hayes, LLP",,,1,3,3,"1909, 2342, 2502"
F0418,Lopez McHugh LLP,"Lopez McHugh, LLP",,,1,2,2,"1909, 2502"
F0419,Levin Simes Kaiser & Gornick LLP,,,,1,1,1,1909
F0420,Simmons Cooper LLC,,,,1,1,1,1909
F0421,Jessee & Jessee,,,,1,1,1,1899
F0422,Howery LLP,,,,1,1,1,1899
F0423,"Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein","Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein, P.C.",,,1,5,6,"1914, 1931, 1938, 1956, 2228"
F0424,"Graham Curtin, P.A.",,,,1,1,1,1914
F0425,Law Office of Stephen Woodfin,,,,1,1,1,1921
F0426,The Coffman Law Firm,THE COFFMAN LAW FIRM,,,1,2,6,"1921, 2357"
F0427,Andrus Liberty & Anderson LLP,,,,1,1,1,1911
F0428,The Maher Law Firm,THE MAHER LAW FIRM,Maher Law Firm,,1,2,4,"1935, 1938"
F0429,"OBERMAYER, REBMANN, MAXWELL, & HIPPEL, LLP",,,,1,1,1,1935
F0430,DILWORTH PAXSON LLP,Dilworth Paxson LLP,,,1,2,2,"1935, 3094"
F0431,"McCARTHY WEISBERG CUMMINGS, P.C.",,,,1,1,1,1935
F0432,HANGLEY ARONCHICK SEGAL & PUDLIN,,,,1,1,1,1935
F0433,Johnson Bottini LLP,,,,1,1,1,1933
F0434,Saxena White P.A.,Saxena White LLP,,,1,2,5,"1933, 2058"
F0435,Carella Byrne,,,,1,2,3,"1938, 2415"
F0436,"Fleming & Associates, LLP","Fleming & Associates, L.L.P.",,,1,1,2,1928
F0437,"Babbitt, Johnson, Osborne & LeClainche, P.A.","Babbitt, Johnson, Osborne & LeClainche",,,1,1,4,1928
F0438,Monsour Law Firm,The Monsour Law Firm,MONSOUR LAW FIRM,,1,3,7,"1928, 3081, 3140"
F0439,Matthews & Associates,MATTHEWS & ASSOCIATES,,,1,3,6,"1928, 3026, 3092"
F0440,"Ury & Moskow, LLC","URY & MOSKOW, L.L.C.",,,1,1,2,1928
F0441,Wild Law Group PLLC,,,,1,1,4,1952
F0442,Morris and Morris LLC Counselors At Law,,,,1,1,1,1946
F0443,Weinstein Kitchenoff & Asher LLC,"Weinstein, Kitchenoff & Asher","Weinstein, Kitchenoff & Asher LLC",,1,5,8,"1946, 2186, 2196, 2284, 2668"
F0444,"Specter Specter Evans & Manogue, P.C.","SPECTER SPECTER EVANS & MANOGUE, P.C.","Specter Specter Evans & Manogue, PC",,1,2,5,"1942, 1953"
F0445,"Gurewitz & Raben, PLLC",,,,1,1,5,1952
F0446,Lewis Saul & Associates,"Lewis Saul & Associates, P.C.",Lewis Saul & Associates P.C.,,1,3,7,"1943, 1954, 2426"
F0447,The Giatras Law Firm,,,,1,1,3,1943
F0448,"Sheller, P.C.",,,,1,1,3,1943
F0449,Halleland Lewis Nilan & Johnson,,,,1,1,2,1943
F0450,"Irwin, Fritchie, Urquhart & Moore, LLC",Irwin Fritchie Urquhart & Moore LLC,"Irwin Fritchie Urquhart & Moore, LLC",,1,2,5,"1943, 3023"
F0451,Lief Cabraser,,,,1,1,1,1938
F0452,Weitz & Luxemberg,,,,1,2,2,"1938, 2342"
F0453,Wolf Haldenstein,,,,1,2,2,"1938, 1997"
F0454,"Whateley Drake, LLP",,,,1,1,1,1938
F0455,"Eichen, Levinson",,,,1,1,1,1938
F0456,Leclair Ryan,LeClair Ryan,,,1,1,2,1943
F0457,Levitt & Kaizer,,,,1,1,2,1952
F0458,the Law Offices of Max Wild,Law Offices of Max Wild,,,1,1,2,1952
F0459,the Perrin Law Firm,The Perrin Law Firm,,,1,1,2,1952
F0460,"Trump, Alioto, Trump & Prescott, LLP","Trump, Alioto, Trump & Prescott LLP",,,1,1,4,1957
F0461,Nilan Johnson Lewis PA,,,,1,1,2,1943
F0462,"Bleau Fox, A.P.L.C.","BLEAU FOX, A P.L.C.",,,1,1,5,1957
F0463,"Gray, Plant, Mooty, Mooty & Bennett P.A.","Gray, Plant, Mooty, Mooty& Bennett, P.A.","Gray, Plant, Mooty, Mooty & Bennett, PA",,1,1,5,1957
F0464,"Gary D. McCallister & Associates, LLC","Gary D. McCallister and Associates, LLC",,,1,1,5,1957
F0465,"LAW OFFICES OF KEVIN M. COSTELLO, P.C.",,,,1,1,2,1955
F0466,"Zoll, Kranz & Borgess",,,,1,1,5,1953
F0467,"FINE KAPLAN & BLACK, R.P.C.","Fine, Kaplan and Black, R.P.C.","Fine, Kaplan and Black R.P.C.","Fine Kaplan and Black, R.P.C.",1,4,12,"1957, 3014, 3094, 3107"
F0468,"Murray, Plumb & Murray",,,,1,1,1,1954
F0469,Quetglas/Archie Lamb/Kirk Wood,,,,1,1,3,1953
F0470,"Baum Hedlund, Aristei & Goldman, PC",Baum Hedlund Aristei & Goldman,"Baum, Hedlund, Aristei & Goldman, P.C.","BAUM HEDLUND ARISTEI & GOLDMAN, P.C.",1,5,8,"1953, 2085, 2654, 2924, 3036"
F0471,Parker & Wachman,,,,1,1,3,1953
F0472,"Wilentz, Goldman & Spitzer",,,,1,1,3,1953
F0473,"Levin, Papantonio, et al.",Levin Papantonio et al,,,1,2,4,"1953, 2299"
F0474,"Woloshin & Killino, P.C.",,,,1,1,3,1953
F0475,"Sussman, Godfrey LLP",,,,1,1,1,1957
F0476,Arnold & Itkin LLP,,,,1,1,2,1953
F0477,"Larson • King, LLP","Larson · King, LLP","Larson King, LLP",Larson King LLP,1,9,15,"1958, 2000, 2247, 2471, 2918, 2998, 3031, 3108, 3110"
F0478,Perkins Coie LLP,,,,1,2,2,"1958, 2247"
F0479,"Rhine Law Firm, P.C.",,,,1,1,1,1958
F0480,"Straus & Boies, LLP",,,,1,1,1,1958
F0481,McSweeney/Langevin,,,,1,1,1,1958
F0482,"Hissey Keintz, L.L.P.",,,,1,1,1,1968
F0483,"Hissey Kientz, L.L.P.","Hissey Kientz, L.L.P",,,1,1,2,1968
F0484,"Kessler Topaz Meltzer & Check, LLP",Kessler Topaz Meltzer & Check LLP,Kessler Topaz Meltzer and Check LLP,KESSLER TOPAZ MELTZER & CHECK LLP,1,15,26,"1963, 2004, 2013, 2017, 2056, 2058, 2335, 2481, 2508, 2905, 2948, 3080, 3089, 3107, 3149"
F0485,"Dealy & Silberstein, LLP",,,,1,1,3,1963
F0486,"Getman & Sweeney, PLLC",,,,1,1,1,1984
F0487,Langendorf Law Office,,,,1,1,1,1984
F0488,Spiro Moore LLP,,,,1,1,1,1980
F0489,Bock & Hatch LLC,,,,1,1,1,1980
F0490,Chant & Company A Professional Law Corporation,,,,1,1,1,1980
F0491,the Linde Law Firm,,,,1,1,1,1980
F0492,"PARRY DEERING FUTSCHER & SPARKS, P.S.C.",,,,1,1,1,1974
F0493,Kramon & Graham PA,,,,1,1,2,1982
F0494,Friedman Law Group LLP,,,,1,1,2,1982
F0495,"Blau, Brown & Leonard, LLC",,,,1,1,1,1981
F0496,Lexington Law Group LLP,"Lexington Law Group, LLP",,,1,2,3,"1992, 2074"
F0497,"Frankovitch, Anetakis, Colantonio & Simon",,,,1,1,1,1968
F0498,Bell & Bands PLLC,,,,1,1,1,1968
F0499,Bailey Perrin Bailey,,,,1,2,2,"1968, 2233"
F0500,"Peterson & Associates, P.C.",,,,1,1,1,1968
F0501,Sanford Pinedo LLP,,,,1,1,1,1968
F0502,Giardi Keese,,,,1,1,1,1968
F0503,Toriseva Law,,,,1,1,1,1968
F0504,"Wood Law Firm, LLC",Wood Law Firm LLC,,,1,2,2,"1985, 1998"
F0505,"Christian & Small, LLP",,,,1,1,1,1985
F0506,"Pittman & Perry, PA",,,,1,1,1,1985
F0507,"Franklin, Gray & White",Franklin Gray & White,,,1,2,3,"1985, 1998"
F0508,"Marsh, Rickard & Bryan, PC",,,,1,1,1,1985
F0509,The Law Offices of Greg L. Davis,,,,1,1,1,1985
F0510,"Bahe, Cook, Cantley & Jones, PLC",,,,1,1,1,1985
F0511,Law Offices of John C. Davis,,,,1,1,1,1985
F0512,Law Offices of Michael Brehne,,,,1,1,1,1985
F0513,"deBeaubien, Knight",,,,1,1,1,1985
F0514,O’NEILL & BORGES,,,,1,1,1,1960
F0515,FOLEY & LARDNER LLP,,,,1,1,1,1960
F0516,"McCONNELL VALDES, LLC",,,,1,1,1,1960
F0517,GARVEY SCHUBERT & BARER,,,,1,1,1,1960
F0518,"GOLDMAN, ANTONETTI & CORDOVA, PSC",,,,1,1,1,1960
F0519,PATTON BOGGS LLP,,,,1,1,1,1960
F0520,"JIMENEZ, GRAFFAM & LAUSELL",,,,1,1,1,1960
F0521,Winston & Strawn LLP,,,,1,1,1,1997
F0522,Schiff Hardin LLP,,,,1,1,1,1997
F0523,"Morrison, Fenske & Sund P.A.","Morrison Fenske & Sund, PA",,,1,1,5,1999
F0524,"Hale & Wagner, S.C.",,,,1,1,1,1999
F0525,Entwistle & Cappucci LLP,,,,1,3,5,"2003, 2052, 2389"
F0526,Strauss & Troy,,,,1,1,1,2003
F0527,"Aylstock, Witkin, Kreiss",,,,1,1,1,2004
F0528,"Laminack, Pirtle & Martines",Laminack Pirtle & Martines,"Laminack, Pirtle & Martines, LLP",LAMINACK PIRTLE & MARTINES,1,4,8,"2004, 3081, 3092, 3140"
F0529,Burnett Law Firm,,,,1,2,2,"2004, 2511"
F0530,HARWOOD FEFFER LLP,Harwood Feffer LLP,,,1,4,5,"1995, 2013, 2058, 2335"
F0531,Edgar Law Firm LLC,EDGAR LAW FIRM LLC,,,1,2,5,"1995, 2328"
F0532,"MELLON, WEBSTER & SHELLY",,,,1,1,2,1995
F0533,Troutman Sanders LLP,"Troutman Sanders, LLP",,,1,2,3,"2007, 2915"
F0534,"Schoengold Sporn Laitman & Lometti, P.C.","Schoengold, Sporn, Laitman & Lometti, P.C.",,,1,2,2,"2011, 2017"
F0535,Freed & Weiss,,,,1,1,2,2001
F0536,Arbogast & Berns LLP,,,,1,1,2,2015
F0537,Morrison & Foerster LLP,Morrison Foerster,,,1,3,4,"1999, 2949, 3071"
F0538,"Larry D. Drury, Ltd.",,,,1,1,1,1998
F0539,"Ralph K. Phalen, Attorney at Law",,,,1,1,1,1998
F0540,"Turner & Maasch, Inc.",,,,1,1,1,1998
F0541,"Frank Piscitelli Co., L.P.A.",,,,1,1,1,1998
F0542,"Girard, Gibbs & De Bartolomeo, LLP",,,,1,1,1,2017
F0543,Hollister & Brace,,,,1,2,3,"2028, 2054"
F0544,"Zelle, McDonough and Cohen",,,,1,1,2,2028
F0545,Fugazy & Rooney LLP,,,,1,1,2,2025
F0546,Berger & Gottlieb,,,,1,1,1,2025
F0547,The Consumer Advocacy Center P.C.,,,,1,1,3,2025
F0548,Law Office of Michael J. San Souci,,,,1,1,1,2025
F0549,Kelly Law Office,,,,1,1,1,2025
F0550,"Meiselman, Denlea, Packman, Carton & Eberz P.C.",,,,1,1,1,2023
F0551,"Onder, Shelton, O'Leary & Peterson, LLC",,,,1,1,1,2023
F0552,"Saltz, Mongeluzzi, Barrett & Bendesky, P.C.","Saltz Mongeluzzi Barrett & Bendesky, P.C.",,,1,2,3,"2023, 2654"
F0553,Law Offices of Alexander M. Schack,,,,1,1,1,2023
F0554,The Mogin Law Firm P.C.,"the Mogin Law Firm, P.C.",,,1,2,2,"2023, 2668"
F0555,"Heidell, Pittoni, Murphy & Back, LLP",,,,1,1,1,2023
F0556,"Weinner & Gould, P.C.",,,,1,1,1,2042
F0557,Fink + Associates Law,,,,1,1,1,2042
F0558,Fulbright & Jaworski L.L.P.,Fulbright & Jaworski,,,1,2,3,"2050, 2051"
F0559,"Williams, Williams, Rattner & Plunkett, P.C.",,,,1,1,2,2042
F0560,"Wienner & Gould, P.C.",,,,1,1,1,2042
F0561,Bernstein Liebhard LLP,BERNSTEIN LIEBHARD LLP,,,1,5,10,"2051, 2052, 2186, 2196, 2328"
F0562,"Shavitz Law Group, PA",,,,1,2,2,"2004, 2056"
F0563,"Schreiber & Petro, P.C.",,,,1,2,2,"2004, 2056"
F0564,"Whetstone Myers Perkins & Fulda, LLC",,,,1,1,1,2054
F0565,"The Gilreath Law Firm, P.A.",,,,1,1,1,2054
F0566,"Kanner & Whiteley, L.L.C.","Kanner & Whiteley, LLC","KANNER & WHITELEY, L.L.C.",,1,3,4,"2048, 2107, 2924"
F0567,SCHNEIDER WALLACE COTTRELL KONECKY LLP,Schneider Wallace Cottrell Konecky LLP,"Schneider Wallace Cottrell & Konecky, LLP",,1,3,9,"2048, 3004, 3113"
F0568,"Michael J. Blaschke, P.C.",,,,1,1,1,2048
F0569,"Rachel Lawrence Mor, P.C.",,,,1,1,1,2048
F0570,"Wisener Nunnally Gold, L.L.P.",,,,1,1,1,2046
F0571,Sparer Law Group,The Sparer Law Group,,,1,1,2,2063
F0572,"Shiner and Sosin, PA",,,,1,1,1,2051
F0573,"Hill & Robbins, P.C.",,,,1,1,1,2051
F0574,"Deal, Cooper & Holton, PLLC",,,,1,1,1,2051
F0575,Arnold Law Firm,ARNOLD LAW FIRM,,,1,2,2,"2051, 3149"
F0576,Dinsmore & Shohl LLP,,,,1,1,1,2051
F0577,"Carlton Fields, P.A.",,,,1,1,1,2051
F0578,Foley & Mansfield PLLP,,,,1,1,1,2066
F0579,The Shuman Law Firm,the Shuman Law Firm,,,1,1,2,2063
F0580,Pomerantz Haudek Grossman & Gross LLP,,,,1,2,3,"2074, 2173"
F0581,"Haviland Hughes, LLC",,,,1,1,2,2074
F0582,Burke LLP,Burke PLLC,"Burke Law Offices, LLC",,1,4,6,"2083, 2416, 3071, 3119"
F0583,Ben Barnes Group,,,,1,1,1,2068
F0584,"Lanham Blackwell, P.A.",,,,1,1,1,2068
F0585,Marian S. Rosen & Associates,,,,1,1,1,2068
F0586,Law Office of Howard Weil Rubinstein,,,,1,1,1,2068
F0587,"Provost Umphrey Law Firm, LLP",,,,1,1,1,2068
F0588,Davis Polk & Wardwell,"Davis Polk & Wardwell, LLP",,,1,2,2,"2068, 2476"
F0589,Lambert Coffin,,,,1,1,1,2068
F0590,Rudman & Winchell,,,,1,1,1,2068
F0591,GERGOSIAN & GRALEWSKI LLP,Gergosian & Gralewski,,,1,1,3,2086
F0592,"Blood Hurst & O’Reardon, LLP","Blood, Hurst & O’Reardon, LLP","Blood Hurst & O'Reardon, LLP",Blood Hurst & O’Reardon LLP,1,4,12,"2087, 2258, 2308, 2357"
F0593,Andrews & Thornton,,,,1,1,1,2087
F0594,Davis & Crump,"Davis & Crump, PC",,,1,3,3,"2087, 2226, 2502"
F0595,"Andrus Boudreaux, PLC",,,,1,1,1,2087
F0596,Mark Zamora & Associates,,,,1,1,1,2087
F0597,"The Orlando Firm, P.C.",,,,1,1,1,2087
F0598,"Ulmer & Berne, LLP",Ulmer & Berne LLP,,,1,3,6,"2100, 2226, 2974"
F0599,Kotchen and Low LLP,Kotchen & Low LLP,,,1,1,2,2089
F0600,McCulley McCluer LLC,McCulley McCluer PLLC,,,1,2,6,"2089, 2972"
F0601,"Schreeder, Wheeler & Flint, LLP",,,,1,1,2,2089
F0602,"Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",,,,1,1,4,2085
F0603,"Clifford Law Offices, P.C./ Colucci & Gallaher",,,,1,1,4,2085
F0604,"Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC",,,,1,1,4,2085
F0605,"Baumeister & Samuels, PC",,,,1,1,3,2085
F0606,"Paul William Beltz, P.C.",,,,1,1,2,2085
F0607,"Gair, Gair, Conauson, Steigman, & Mackauf",,,,1,1,1,2085
F0608,Law Office of Jonathan C. Reiter,,,,1,1,2,2085
F0609,"Hodgson Russ, LLP",,,,1,1,2,2085
F0610,"Magavern, Magavern & Grimm",,,,1,1,1,2085
F0611,Doran & Murphy,,,,1,1,1,2085
F0612,"Merrill Nomura & Molineux, LLP",,,,1,1,1,2098
F0613,"Levy Ram and Olson, llp",,,,1,1,1,2098
F0614,Law Offices of Sam Lock,,,,1,1,2,2098
F0615,Ram and Olson L.L.P.,,,,1,1,1,2098
F0616,Merrill Namora & Molineaux LLP,,,,1,1,1,2098
F0617,Williams Montgomery & John Ltd.,Williams Montgomery & John Ltd,,,1,1,4,2109
F0618,"Edelson McGuire, LLC",Edelson McGuire LLC,,,1,4,8,"2103, 2167, 2250, 2261"
F0619,"Gutride Safier, LLP",,,,1,1,2,2103
F0620,Parisi & Havens LLP,,,,1,1,1,2103
F0621,"Law Offices of Freedman & Freedman, PLC",,,,1,1,1,2103
F0622,"Golomb & Honik, P.C.",Golomb & Honik,"Golomb & Honik, P.A.",,1,4,5,"2107, 2334, 2373, 2969"
F0623,Milstein Adelman L.L.P.,Milstein Adelman LLP,,,1,2,2,"2107, 2199"
F0624,Gilbert LLP,,,,1,1,2,2124
F0625,Millstein and Associates,,,,1,1,2,2124
F0626,"Law Office of Donelon, P.C.",,,,1,1,1,2138
F0627,Marlin & Saltzman,"Marlin & Saltzman, LLP",,,1,2,2,"2138, 2226"
F0628,Sturdevant Law Firm,,,,1,2,2,"2138, 2274"
F0629,"Brown & Associates, L.L.C.",,,,1,1,1,2138
F0630,"The Huge Law Firm, PLLC",The Huge Law Firm PLLC,,,1,1,2,2147
F0631,Freeborn & Peters LLP,,,,1,1,1,2109
F0632,Covington & Burling LLP,,,,1,2,2,"2190, 2385"
F0633,Kenny Nachwalter,"Kenny Nachwalter, P.A.",,,1,2,2,"2196, 2925"
F0634,The Kralowec Law Group,,,,1,1,1,2186
F0635,Steyer Lowenthal Boodrookas Alvarez & Smith LLP,,,,1,1,2,2186
F0636,Rothken Law Firm,,,,1,1,1,2188
F0637,Gardy & Notis LLP,,,,1,1,1,2188
F0638,Harke Clasby & Bushman LLP,,,,1,2,2,"2173, 2324"
F0639,Strange & Carpenter,STRANGE & CARPENTER,,,1,5,8,"2196, 2238, 2258, 2358, 2481"
F0640,"Kerger & Hartman, LLC",,,,1,1,1,2196
F0641,Barnes & Thornburg LLP,BARNES & THORNBURG LLP,,,1,3,4,"2196, 2924, 2973"
F0642,Geragos & Geragos APC,Geragos & Geragos,,,1,3,4,"2199, 2220, 2438"
F0643,KATTEN MUCHIN ROSENMAN LLP,,,,1,1,1,2200
F0644,"YOUNG CONAWAY STARGATT & TAYLOR, LLP",,,,1,1,1,2200
F0645,FLASTER/GREENBERG P.C.,,,,1,1,1,2200
F0646,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",,,,1,1,1,2200
F0647,Connolly Bove Lodge & Hutz LLP,,,,1,1,1,2200
F0648,NBA,,,,1,1,1,2199
F0649,"Lowey Dannenberg Cohen & Hart, P.C.",,,,1,2,2,"2213, 2481"
F0650,Gordon Law Offices,,,,1,1,1,2186
F0651,Kerr & Wagstaffe LLP,,,,1,1,2,2208
F0652,"The Daniel D. King Law Firm, PLLC",,,,1,1,1,2208
F0653,"Koss & Schonfeld, LLP",,,,1,1,1,2220
F0654,"Klein & Solomon, LLP",,,,1,1,1,2220
F0655,The Piscitelli Law Firm,Piscitelli Law Firm,the Piscitelli Law Firm,,1,3,3,"2220, 2317, 2324"
F0656,Sutton Rankin PLC,,,,1,1,1,2226
F0657,"STACK & ASSOCIATES, P.C.",,,,1,1,2,2218
F0658,Caddell & Chapman,,,,1,1,2,2223
F0659,Weller Green Toups & Terrell,,,,1,1,1,2223
F0660,"John F. Nevares & Associates, P.S.C.",,,,1,1,1,2223
F0661,"Law Offices of Richard R. Barrett, PLLC",,,,1,1,1,2223
F0662,The Katriel Law Firm,,,,1,1,1,2223
F0663,"Klein Kavanagh Costello, LLP",,,,1,2,3,"2233, 2290"
F0664,Sill & Medley,,,,1,1,1,2226
F0665,"Pearson, Randall & Schumacher, PA",,,,1,1,1,2226
F0666,The Simmons Firm,,,,1,1,1,2226
F0667,The Diaz Law Firm,Diaz Law Firm,,,1,2,2,"2226, 3026"
F0668,The Koch Law Firm PC,,,,1,1,1,2226
F0669,Urban & Taylor S.C.,,,,1,1,1,2226
F0670,Piper & Associates,,,,1,1,1,2226
F0671,"Bunch, James & Zamora",,,,1,1,1,2226
F0672,"Greenberg Traurig, LLP",Greenberg Traurig LLP,,,1,3,8,"2226, 2974, 3071"
F0673,Ice Miller LLP,,,,1,1,1,2226
F0674,"Wites & Kapetan, P.A.",,,,1,1,1,2238
F0675,"Isaac, Brant, Ledman and Teetor, LLP",,,,1,1,1,2233
F0676,"Schlanger & Schlanger, LLP",,,,1,1,1,2233
F0677,"KamberLaw, LLC",,,,1,2,2,"2264, 2562"
F0678,"Wilson, Troclair & Lovins",,,,1,1,1,2264
F0679,Birka-White Law Offices,,,,1,1,1,2247
F0680,Law Offices of David H. Greenberg,,,,1,1,1,2247
F0681,"Herman Gerel, LLP",,,,1,1,1,2258
F0682,Law Offices of David A. McKay LLC,,,,1,1,1,2258
F0683,Frank & Bianco LLP,"Frank & Bianco, LLP",,,1,1,2,2275
F0684,"The Rosen Law Firm, P.A.",the Rosen Law Firm,,,1,2,3,"2275, 2989"
F0685,"Smith & McMorrow, P.C.",,,,1,1,1,2261
F0686,Law Offices of Douglas J. Campion,,,,1,1,1,2261
F0687,Speights and Runyan,,,,1,1,2,2000
F0688,Pope and Hudgens,,,,1,1,1,2000
F0689,"Pomerantz, LLP",Pomerantz LLP,,,1,1,2,2275
F0690,"Wohl & Fruchter, LLP",Wohl & Fruchter LLP,,,1,1,2,2275
F0691,Wills Law Firm,,,,1,1,1,2266
F0692,Yetter Coleman LLP,,,,1,1,2,2266
F0693,"Marshall & Lewis, LLP",,,,1,1,2,2266
F0694,"Padilla, Rodriguez & de la Garza, LLP",,,,1,1,1,2266
F0695,Ballard Spahr,,,,1,1,1,2284
F0696,"Roddy Klein & Ryan (to be renamed Klein Kavanagh Costello, LLP as of January 1, 2012)",,,,1,1,1,2274
F0697,Housing and Economic Rights Advocates,,,,1,1,1,2274
F0698,Stonebarger Law,,,,1,1,1,2274
F0699,Holland Groves Schneller Stolze,"Holland, Groves, Schneller & Stolze, LLC","Holland, Groves, Schneller & Stolze",,1,3,3,"2274, 2290, 2474"
F0700,Hudson Mallaney Shindler Anderson P.C.,"Hudson, Mallaney, Shindler & Anderson, P.C.",,,1,2,2,"2274, 2290"
F0701,Neighborhood Legal Services,,,,1,1,1,2290
F0702,"Bolen Robinson & Ellis, LLP","Bolen, Robinson & Ellis, LLP","BOLEN ROBINSON & ELLIS, LLP",,1,2,12,"2290, 2936"
F0703,"Mauriello Law Firm, APC",,,,1,1,1,2290
F0704,"Lanza & Smith, PLC",,,,1,1,1,2290
F0705,"The Grant Law Firm, PLLC",,,,1,1,1,2290
F0706,"Friscia & Associates, LLC",,,,1,1,1,2290
F0707,"Sill Law Group, PLLC",the Sill Law Group,Sill Law Group,,1,2,3,"2299, 2700"
F0708,McGlinchey Stafford PLLC,,,,1,1,1,2299
F0709,Attorneys General of the State of Connecticut,,,,1,1,1,2293
F0710,"Schachter, Hendy & Johnson, PSC",,,,1,1,5,2308
F0711,"Janet, Jenner & Suggs, LLC",,,,1,2,2,"2308, 2502"
F0712,STEWARTS LAW US LLP,,,,1,1,6,2314
F0713,"Silverman, Thompson, Slutkin & White LLC",SILVERMAN THOMPSON SLUTKIN WHITE,Silverman Thompson Slutkin White,,1,2,3,"2314, 2358"
F0714,STRAITE PLLC,,,,1,1,1,2314
F0715,Grygiel Law LLC,,,,1,1,2,2314
F0716,Simmons Hanly Conroy LLC,Simmons Hanly Conroy LLP,"Simmons Hanly Conroy, LLC",Simmons Hanly Conroy,1,6,7,"2314, 2996, 3047, 3079, 3080, 3084"
F0717,Kiesel Law LLP,,,,1,1,2,2314
F0718,"The Barnes Law Group, LLC","Barnes Law Group, LLC",Barnes & Associates,,1,3,8,"2314, 2583, 3115"
F0719,Beasley Allen et al,,,,1,1,1,2299
F0720,Hanly Conroy et al,,,,1,1,1,2299
F0721,Law Offices of W Mark Lanier,,,,1,1,1,2299
F0722,Morrow Morrow et al,,,,1,1,1,2299
F0723,Robinson Calcagnie et al,,,,1,1,1,2299
F0724,Murphy Falcon Murphy,,,,1,1,1,2314
F0725,"the Gorny Law Firm, LC",,,,1,1,1,2314
F0726,"Burns, Cunningham & Mackey, P.C.",,,,1,1,1,2314
F0727,Bergmanis Law Firm LLC,,,,1,1,1,2314
F0728,"SHAHEEN & GORDON, P.A.",,,,1,1,1,2320
F0729,Sianni & Straite LLP,,,,1,1,1,2314
F0730,"Bingham & Lea, P.C.",,,,1,1,1,2317
F0731,"Lackey Hershman, LLP",,,,1,1,1,2317
F0732,Law Office of Thomas H. Brill,,,,1,1,4,2328
F0733,Sharp McQueen PA,,,,1,1,3,2328
F0734,Brady & Associates,,,,1,1,3,2328
F0735,Bernstein Leibhard LLP,,,,1,1,3,2328
F0736,Arias Ozzello law firm,,,,1,1,1,2330
F0737,Levin Fishbein law firm,,,,1,1,1,2330
F0738,"Adams and Reese, LLP",,,,1,1,1,2328
F0739,"JUSTIN O’TOOLE LUCEY, PA","Justin O’Toole Lucey, P.A.",,,1,2,2,"2333, 2514"
