kind,pair_key,verdict,confidence,source,a,b
attorney,att|kenneth.nolan.connors-granito-krause-nolan-speiser-vilardo.1|rand.nolen.fleming-jez-nolen.2,distinct,high,llm-batch,"names: Kenneth P. Nolan | firm(s): Speiser Krause Nolan & Granito/ Connors & Vilardo, LLC | MDLs: 2085 | corpus: new_extracted | mentions: 1","names: Rand P. Nolen | firm(s): Fleming, Nolen & Jez, LLP | MDLs: 2740 | corpus: old_extracted | mentions: 2"
attorney,att|andres.alonso.alonso-parker-waichman.5|andy.alonzo.parker-wachman.3,same,high,llm-web,names: Andy Alonzo | firm(s): Parker & Wachman | MDLs: 1953 | corpus: new_extracted | mentions: 3,"names: Andres F. Alonso, Andres Alonso | firm(s): Parker, Waichman, Alonso LLP; Parker Waichman Alonso LLP; Parker Waichman Alonso | MDLs: 1968, 2023, 2100, 219"
attorney,att|andres.alonso.alonso-parker-waichman.5|andy.alonso.alonso-parker-waichman.2,same,high,llm-batch,"names: Andres F. Alonso, Andres Alonso | firm(s): Parker, Waichman, Alonso LLP; Parker Waichman Alonso LLP; Parker Waichman Alonso | MDLs: 1968, 2023, 2100, 219","names: Andy Alonso | firm(s): Parker Waichman Alonso LLP; Parker Waichman & Alonso, LLP | MDLs: 2051, 2068 | corpus: new_extracted | mentions: 2"
attorney,att|michael.papantonio.levin-mitchell-papantonio-proctor-rafferty-thomas.3|mike.papantonio.al-et-levin-papantonio.3,same,high,llm-batch,"names: Mike Papantonio | firm(s): Levin, Papantonio, et al. | MDLs: 1953 | corpus: new_extracted | mentions: 3","names: Michael Papantonio | firm(s): LEVIN, PAPANTONIO, THOMAS, MITCHELL, RAFFERTY & PROCTOR, PA | MDLs: 2545 | corpus: old_extracted | mentions: 3"
attorney,att|mike.papantonio.al-et-levin-papantonio.3|sara.papantonio.barr-buchanan-levin-mougey-obrien-papantonio-proctor-raffert.3,distinct,high,llm-web,"names: Mike Papantonio | firm(s): Levin, Papantonio, et al. | MDLs: 1953 | corpus: new_extracted | mentions: 3","names: Sara Papantonio | firm(s): Levin, Papantonio, Proctor, Buchanan, OBrien, Barr & Mougey, P.A.; LEVIN, PAPANTONIO, RAFFERTY, PROCTOR, BUCHANAN, OBRIEN, BAR"
attorney,att|michael.papantonio.levin-mitchell-papantonio-proctor-rafferty-thomas.3|sara.papantonio.barr-buchanan-levin-mougey-obrien-papantonio-proctor-raffert.3,distinct,high,llm-web,"names: Sara Papantonio | firm(s): Levin, Papantonio, Proctor, Buchanan, OBrien, Barr & Mougey, P.A.; LEVIN, PAPANTONIO, RAFFERTY, PROCTOR, BUCHANAN, OBRIEN, BAR","names: Michael Papantonio | firm(s): LEVIN, PAPANTONIO, THOMAS, MITCHELL, RAFFERTY & PROCTOR, PA | MDLs: 2545 | corpus: old_extracted | mentions: 3"
attorney,att|david.raiser.king-spalding.1|shawn.raiter.king-larson.18,distinct,high,llm-web,"names: Shawn M. Raiter, Shawn Raiter | firm(s): Larson King, LLP; Larson-King LLP; Larson x King LLP | MDLs: 1958, 2000, 2247, 2311, 2441, 2495, 2551, 2724, 291",names: David L. Raiser | firm(s): King & Spalding LLP | MDLs: 2915 | corpus: new_extracted | mentions: 1
attorney,att|david.bryant.bryant-gablegotwals.4|mark.bryant.bryant.6,distinct,high,llm-web,"names: David Bryant, David L. Bryant | firm(s): GableGotwals; Bryant Law Center | MDLs: 2700, 2885 | corpus: new_extracted/old_extracted | mentions: 4","names: Mark Bryant, Mark. P. Bryant | firm(s): Bryant Law Center, P.S.C.; BRYANT LAW CENTER, P.S.C. | MDLs: 2936 | corpus: new_extracted | mentions: 6"
attorney,att|gary.klein.klein-roddy-ryan.1|solomon.klein.klein-solomon.1,distinct,high,llm-web,names: Gary Klein | firm(s): RODDY KLEIN & RYAN | MDLs: 1974 | corpus: new_extracted | mentions: 1,"names: Solomon Klein | firm(s): Klein & Solomon, LLP | MDLs: 2220 | corpus: new_extracted | mentions: 1"
attorney,att|gregorio.francis.francis-osborne.2|james.francis.francis-mailman-soumilas.2,distinct,high,llm-web,names: James Francis | firm(s): Francis Mailman Soumilas P.C. | MDLs: 2933 | corpus: new_extracted | mentions: 2,"names: Gregorio A. Francis | firm(s): OSBORNE & FRANCIS LAW FIRM, PLLC | MDLs: 3035 | corpus: new_extracted | mentions: 2"
attorney,att|eric.belfi.labaton-sucharow.1|eric.belin..1,distinct,high,llm-web,names: Eric Belin | firm(s): (no firm recorded) | MDLs: 2406 | corpus: old_extracted | mentions: 1,names: Eric Belfi | firm(s): Labaton Sucharow LLP | MDLs: 2879 | corpus: old_extracted | mentions: 1
attorney,att|chris.hellums.bradley-dutton-hellums-kirby-mann-pittman.16|christopher.hellmich.boggs-patton.1,distinct,high,llm-batch,"names: Chris Hellums, Chris T. Hellums | firm(s): Pittman, Dutton & Hellums, P.C.; Pittman, Dutton, Kirby & Hellums; Pittman, Dutton, Kirby & Hellums, P.C. | MD",names: Christopher W. Hellmich | firm(s): Patton Boggs LLP | MDLs: 2221 | corpus: old_extracted | mentions: 1
attorney,att|archibald.lamb.lamb.2|archie.lamb.lamb.2,same,high,llm-batch,"names: Archie C. Lamb, Jr., Archie Lamb [suffix jr] | firm(s): The Lamb Firm, LLC | MDLs: 1960, 1985 | corpus: new_extracted | mentions: 2","names: Archibald Cleveland Lamb | firm(s): The Lamb Firm, L.L.C. | MDLs: 2187, 2440 | corpus: old_extracted | mentions: 2"
attorney,att|m.lambert.benjamin-david-gainsburgh-meunier-warshauer.4|palmer.lambert.benjamin-david-gainsburgh-meunier-warshauer.9,same,high,llm-batch,"names: Palmer Lambert | firm(s): Gainsburgh, Benjamin; Gainsburgh Benjamin David Meunier & Warshauer, LLC | MDLs: 2328, 2740, 2885 | corpus: new_extracted/old_e","names: M. Palmer Lambert | firm(s): Gainsburgh, Benjamin, David, Meunier & Warshauer, L.L.C. | MDLs: 2328, 2454, 2740, 2885 | corpus: new_extracted/old_extracte"
attorney,att|j.richards.cohen-milstein-seller-sellers-toll.8|jeffrey.rickard.bryan-marsh-rickard.1,distinct,high,llm-batch,"names: Jeffrey C. Rickard | firm(s): Marsh, Rickard & Bryan, PC | MDLs: 1985 | corpus: new_extracted | mentions: 1","names: J. Douglas Richards, J. DOUGLAS RICHARDS | firm(s): Cohen Milstein Sellers & Toll, PLLC; Cohen Milstein Sellers & Toll PLLC; COHEN MILSTEIN SELLER & TOLL"
attorney,att|j.richards.cohen-milstein-seller-sellers-toll.8|jason.richards.aylstock-kreis-overholtz-witkin.1,distinct,high,llm-batch,"names: J. Douglas Richards, J. DOUGLAS RICHARDS | firm(s): Cohen Milstein Sellers & Toll, PLLC; Cohen Milstein Sellers & Toll PLLC; COHEN MILSTEIN SELLER & TOLL","names: Jason Richards | firm(s): Aylstock Witkin Kreis & Overholtz, PLLC | MDLs: 2458 | corpus: new_extracted | mentions: 1"
attorney,att|joe.rice.motley-rice.9|joseph.rice.motley-rice.23,same,high,llm-batch,"names: Joseph F. Rice, Joseph Rice | firm(s): Motley Rice, LLC; Motley Rice LLC; Law Firm of Motley Rice LLC | MDLs: 2179, 2187, 2325, 2326, 2327, 2387, 2440, 2","names: Joe Rice | firm(s): Motley Rice, LLC; Motley Rice | MDLs: 2543, 2804, 2873, 2996 | corpus: new_extracted/old_extracted | mentions: 9"
attorney,att|joe.rice.motley-rice.9|jospeh.rice..1,same,high,llm-batch,"names: Joe Rice | firm(s): Motley Rice, LLC; Motley Rice | MDLs: 2543, 2804, 2873, 2996 | corpus: new_extracted/old_extracted | mentions: 9",names: Jospeh Rice | firm(s): (no firm recorded) | MDLs: 2873 | corpus: old_extracted | mentions: 1
attorney,att|jason.richards.aylstock-kreis-overholtz-witkin.1|r.richards.aylstock-kreis-overholtz-witkin.1,same,high,llm-web,"names: Jason Richards | firm(s): Aylstock Witkin Kreis & Overholtz, PLLC | MDLs: 2458 | corpus: new_extracted | mentions: 1","names: R. Jason Richards | firm(s): AYLSTOCK, WITKIN, KREIS & OVERHOLTZ, PLLC | MDLs: 2642 | corpus: old_extracted | mentions: 1"
attorney,att|clayton.jones.clayton-jones.6|lawrence.jones.bahe-cantley-cook-jones-ward.10,distinct,high,llm-web,"names: Lawrence L. Jones, Lawrence Jones, Lawrence L. Jones II [suffix 2] | firm(s): Jones Ward; Jones Ward PLC; Bahe, Cook, Cantley & Jones, PLC | MDLs: 1985, ","names: Clayton Jones | firm(s): Clayton Jones Law Firm; CLAYTON JONES, ATTORNEY AT LAW | MDLs: 2936 | corpus: new_extracted | mentions: 6"
attorney,att|lawrence.jones.bahe-cantley-cook-jones-ward.10|megan.jones.hausfeld.15,distinct,high,llm-batch,"names: Lawrence L. Jones, Lawrence Jones, Lawrence L. Jones II [suffix 2] | firm(s): Jones Ward; Jones Ward PLC; Bahe, Cook, Cantley & Jones, PLC | MDLs: 1985, ","names: Megan E. Jones, Megan Jones, Megan Elizabeth Jones | firm(s): Hausfeld LLP | MDLs: 2406, 2862, 2867, 2879, 2948 | corpus: new_extracted/old_extracted | m"
attorney,att|lawrence.jones.bahe-cantley-cook-jones-ward.10|meghan.jones..1,distinct,high,llm-batch,"names: Lawrence L. Jones, Lawrence Jones, Lawrence L. Jones II [suffix 2] | firm(s): Jones Ward; Jones Ward PLC; Bahe, Cook, Cantley & Jones, PLC | MDLs: 1985, ",names: Meghan Jones | firm(s): (no firm recorded) | MDLs: 2406 | corpus: old_extracted | mentions: 1
attorney,att|lawrence.jones.bahe-cantley-cook-jones-ward.10|zona.jones.davis-harrison-jones-morrison-steakley.1,distinct,high,llm-web,"names: Lawrence L. Jones, Lawrence Jones, Lawrence L. Jones II [suffix 2] | firm(s): Jones Ward; Jones Ward PLC; Bahe, Cook, Cantley & Jones, PLC | MDLs: 1985, ","names: Zona Jones | firm(s): Harrison, Davis, Steakley, Morrison and Jones | MDLs: 2875 | corpus: old_extracted | mentions: 1"
attorney,att|clayton.jones.clayton-jones.6|zona.jones.davis-harrison-jones-morrison-steakley.1,distinct,high,llm-web,"names: Clayton Jones | firm(s): Clayton Jones Law Firm; CLAYTON JONES, ATTORNEY AT LAW | MDLs: 2936 | corpus: new_extracted | mentions: 6","names: Zona Jones | firm(s): Harrison, Davis, Steakley, Morrison and Jones | MDLs: 2875 | corpus: old_extracted | mentions: 1"
attorney,att|megan.jones.hausfeld.15|rhon.jones..8,distinct,high,llm-batch,"names: Megan E. Jones, Megan Jones, Megan Elizabeth Jones | firm(s): Hausfeld LLP | MDLs: 2406, 2862, 2867, 2879, 2948 | corpus: new_extracted/old_extracted | m",names: Rhon E. Jones | firm(s): (no firm recorded) | MDLs: 2179 | corpus: old_extracted | mentions: 8
attorney,att|r.jones.cory-watson.2|rhon.jones..8,distinct,medium,llm-batch,"names: R. Andrew Jones | firm(s): Cory Watson, P.C. | MDLs: 2974, 3125 | corpus: new_extracted | mentions: 2",names: Rhon E. Jones | firm(s): (no firm recorded) | MDLs: 2179 | corpus: old_extracted | mentions: 8
attorney,att|alyson.jones.butler-cannada-mara-snow-stevens.1|christy.jones.butler-cannada-mara-snow-stevens.2,distinct,high,llm-web,"names: Christy D. Jones | firm(s): Butler, Snow, O'Mara, Stevens & Cannada, PLLC; BUTLER, SNOW, O'MARA, STEVENS & CANNADA, PLLC | MDLs: 2327, 2436 | corpus: old","names: Alyson B. Jones | firm(s): BUTLER, SNOW, O'MARA, STEVENS & CANNADA, PLLC | MDLs: 2436 | corpus: old_extracted | mentions: 1"
attorney,att|brian.jackson.jackson-riley.4|g.jackson.butler-snow.1,distinct,high,llm-batch,"names: Brian Keith Jackson | firm(s): Riley & Jackson, P.C. | MDLs: 2570 | corpus: old_extracted | mentions: 4",names: G. Brian Jackson | firm(s): Butler Snow LLP | MDLs: 2782 | corpus: old_extracted | mentions: 1
attorney,att|dorothy.antullis.dowd-geller-robbins-rudman.1|dory.antullis.dowd-geller-robbins-rudman.1,same,high,llm-batch,names: Dory P. Antullis | firm(s): Robbins Geller Rudman & Dowd LLP | MDLs: 2921 | corpus: new_extracted | mentions: 1,names: Dorothy P. Antullis | firm(s): Robbins Geller Rudman & Dowd LLP | MDLs: 3080 | corpus: new_extracted | mentions: 1
attorney,att|erin.dickerson.crueger-dickinson.3|erin.dickinson.crueger-dickinson-hansen-reynolds.1,same,high,llm-web,names: Erin K. Dickinson | firm(s): Hansen Reynolds Dickinson Crueger LLC | MDLs: 2688 | corpus: new_extracted | mentions: 1,names: Erin Dickerson | firm(s): Crueger Dickinson LLC | MDLs: 2873 | corpus: old_extracted | mentions: 3
attorney,att|c.warriner.barnhart-denney-scarola-searcy-shipley.6|calvin.warriner..3,same,high,llm-batch,"names: C. Calvin Warriner, III, C. Calvin Warriner [suffix 3] | firm(s): Searcy Denney Scarola Barnhart & Shipley PA; Searcy Denney Scarola Barnhart & Shipley, ","names: Calvin Warriner, Calvin Warriner, III [suffix 3] | firm(s): (no firm recorded) | MDLs: 2949, 3044 | corpus: new_extracted | mentions: 3"
attorney,att|francis.warin.crutcher-dunn-gibson.1|joseph.warren.department.1,distinct,high,llm-batch,"names: Francis Joseph Warin | firm(s): Gibson, Dunn & Crutcher LLP | MDLs: 2664 | corpus: old_extracted | mentions: 1",names: Joseph W.C. Warren | firm(s): United States Department of Justice | MDLs: 2777 | corpus: old_extracted | mentions: 1
attorney,att|doug.kreis..5|douglass.kreiss.aylstock-kreiss-witkin.1,same,high,llm-web,"names: Douglass Kreiss | firm(s): Aylstock, Witkin, Kreiss | MDLs: 2004 | corpus: new_extracted | mentions: 1",names: Doug Kreis | firm(s): (no firm recorded) | MDLs: 2885 | corpus: old_extracted | mentions: 5
attorney,att|doug.kreis..5|douglass.kreis.aylstock-kreis-overholtz-witkin.11,same,high,llm-batch,"names: Douglass A. Kreis, Douglass A Kreis, Douglass Kreis | firm(s): Aylstock, Witkin, Kreis & Overholtz; Aylstock, Witkin, Kreis & Overholtz PLLC; Aylstock, W",names: Doug Kreis | firm(s): (no firm recorded) | MDLs: 2885 | corpus: old_extracted | mentions: 5
attorney,att|doug.kreis..5|douglas.kreis..1,same,medium,llm-batch,names: Douglas Kreis | firm(s): (no firm recorded) | MDLs: 3140 | corpus: new_extracted | mentions: 1,names: Doug Kreis | firm(s): (no firm recorded) | MDLs: 2885 | corpus: old_extracted | mentions: 5
attorney,att|doug.kreis..5|dougless.kreis.aylstock-kreis-overholtz-witkin.1,same,high,llm-batch,"names: Dougless A. Kreis | firm(s): Aylstock, Witkin, Kreis & Overholtz | MDLs: 2391 | corpus: old_extracted | mentions: 1",names: Doug Kreis | firm(s): (no firm recorded) | MDLs: 2885 | corpus: old_extracted | mentions: 5
attorney,att|shpetim.ademi.ademi.2|stephen.ademi.ademi-oreilly.1,same,medium,llm-batch,"names: Shpetim Ademi | firm(s): ADEMI LLP | MDLs: 2046, 2709 | corpus: new_extracted/old_extracted | mentions: 2","names: Stephen Ademi | firm(s): Ademi & OReilly, LLP | MDLs: 2286 | corpus: old_extracted | mentions: 1"
attorney,att|richard.root.bart-morris.1|rick.root..1,same,high,llm-batch,names: Rick L. Root | firm(s): (no firm recorded) | MDLs: 2738 | corpus: old_extracted | mentions: 1,"names: Richard L. Root | firm(s): MORRIS BART, LLC | MDLs: 2738 | corpus: old_extracted | mentions: 1"
attorney,att|ilana.wolk.fuchsberg-jacob.2|peter.wolff.alfano-bosick-gordon-pietragallo-raspanti.2,distinct,high,llm-batch,"names: Peter St. Tienne Wolff, Peter S. Wolff | firm(s): Pietragallo Gordon Alfano Bosick & Raspanti, LLP | MDLs: 3014 | corpus: new_extracted | mentions: 2","names: Ilana Wolk, Ilana S. Wolk | firm(s): Jacob D. Fuchsberg Law Firm, LLP | MDLs: 3044 | corpus: new_extracted | mentions: 2"
attorney,att|bryan.white.buckley-carr-graham-white.6|joseph.white.saxena-white.1,distinct,high,llm-web,"names: Joseph E. White, III [suffix 3] | firm(s): Saxena White P.A. | MDLs: 2058 | corpus: new_extracted | mentions: 1","names: Bryan White, Bryan T. White | firm(s): White, Graham, Buckley & Carr, L.L.C.; WHITE, GRAHAM, BUCKLEY, & CARR, L.L.C | MDLs: 2936 | corpus: new_extracted "
attorney,att|c.whitehead.whitehead.1|mark.white..1,distinct,high,llm-batch,names: Mark White | firm(s): (no firm recorded) | MDLs: 2406 | corpus: old_extracted | mentions: 1,"names: C. Mark Whitehead, III [suffix 3] | firm(s): THE WHITEHEAD LAW FIRM, LLC | MDLs: 2738 | corpus: old_extracted | mentions: 1"
attorney,att|d.gunter.aylstock-kreis-overholtz-witkin.1|d.guntner.aylstock-kreis-overholtz-witkin.2,same,high,llm-web,"names: D. Nicole Guntner | firm(s): Aylstock, Witkin, Kreis & Overholtz, PLLC | MDLs: 2973, 3094 | corpus: new_extracted | mentions: 2","names: D. Nicole Gunter | firm(s): Aylstock, Witkin, Kreis & Overholtz PLLC | MDLs: 3094 | corpus: new_extracted | mentions: 1"
attorney,att|daniel.king.daniel-king.1|laurence.king.fox-kaplan-kilsheimer.14,distinct,high,llm-batch,"names: Laurence D. King, Laurence King | firm(s): Kaplan Fox and Kilsheimer LLP; Kaplan Fox & Kilsheimer LLP; KAPLAN FOX & KILSHEIMER LLP | MDLs: 2086, 2320, 28","names: Daniel D. King | firm(s): The Daniel D. King Law Firm, PLLC | MDLs: 2208 | corpus: new_extracted | mentions: 1"
attorney,att|daniel.king.daniel-king.1|robert.king.king.1,distinct,high,llm-web,"names: Daniel D. King | firm(s): The Daniel D. King Law Firm, PLLC | MDLs: 2208 | corpus: new_extracted | mentions: 1",names: Robert King | firm(s): King Law | MDLs: 3029 | corpus: new_extracted | mentions: 1
attorney,att|steve.bloch.golub-silver-teitell.1|steven.block.lane-powell.1,distinct,high,llm-batch,"names: Steven Block | firm(s): Lane, Powell, P.C. | MDLs: 3028 | corpus: new_extracted | mentions: 1",names: Steve Bloch | firm(s): Silver Golub & Teitell LLP | MDLs: 3144 | corpus: new_extracted | mentions: 1
attorney,att|steve.bloch.golub-silver-teitell.1|steven.bloch.golub-silver-teitell.2,same,high,llm-batch,names: Steven Bloch | firm(s): Silver Golub & Teitell LLP | MDLs: 3025 | corpus: new_extracted | mentions: 2,names: Steve Bloch | firm(s): Silver Golub & Teitell LLP | MDLs: 3144 | corpus: new_extracted | mentions: 1
attorney,att|ben.crump.ben-crump.1|martin.crump.crump-davis.13,distinct,high,llm-web,"names: Martin Crump, Martin D. Crump | firm(s): Davis & Crump; Davis & Crump, P.C.; Davis & Crump, PC | MDLs: 2087, 2187, 2226, 2331, 2440, 2502, 2545, 2666, 26",names: Ben Crump | firm(s): Ben Crump Law | MDLs: 3080 | corpus: new_extracted | mentions: 1
attorney,att|michael.baum.aristei-baum-goldman-hedlund.1|michel.baumeister.baumeister-samuels.2,distinct,high,llm-batch,"names: Michel Baumeister | firm(s): Baumeister & Samuels, PC; Baumeister & Samuels, P.C. | MDLs: 1570, 2085 | corpus: new_extracted/old_extracted | mentions: 2",names: Michael Baum | firm(s): Baum Hedlund Aristei and Goldman | MDLs: 2741 | corpus: old_extracted | mentions: 1
attorney,att|anne.rimmler.beltz-paul-william.1|philipp.rimmler.beltz-paul-william.1,distinct,high,llm-web,"names: Anne B. Rimmler | firm(s): Paul William Beltz, P.C. | MDLs: 2085 | corpus: new_extracted | mentions: 1","names: Philipp L. Rimmler | firm(s): Paul William Beltz, P.C. | MDLs: 2085 | corpus: new_extracted | mentions: 1"
attorney,att|l.fisher.bursor-fisher.3|samuel.fisher.childs-fisher-goldfarb-pantazis-quinn-wiggins.2,distinct,high,llm-web,"names: L. Timothy Fisher | firm(s): Bursor & Fisher, P.A. | MDLs: 2705, 2903 | corpus: new_extracted/old_extracted | mentions: 3","names: Samuel Fisher | firm(s): Wiggins, Childs, Quinn & Pantazis, LLC; Wiggins, Childs, Pantazis, Fisher & Goldfarb, LLC | MDLs: 1871, 2875 | corpus: old_extra"
attorney,att|l.fisher.bursor-fisher.3|wayne.fisher.boyd-brown-fisher-huguenard-johnson.4,distinct,high,llm-web,"names: L. Timothy Fisher | firm(s): Bursor & Fisher, P.A. | MDLs: 2705, 2903 | corpus: new_extracted/old_extracted | mentions: 3","names: Wayne Fisher | firm(s): Fisher, Boyd, Brown & Huguenard, LLP; Fisher, Boyd, Brown & Huguenard; Fisher, Boyd, Johnson & Huguenard | MDLs: 2244, 2391 | cor"
attorney,att|samuel.fisher.childs-fisher-goldfarb-pantazis-quinn-wiggins.2|wayne.fisher.boyd-brown-fisher-huguenard-johnson.4,distinct,high,llm-web,"names: Samuel Fisher | firm(s): Wiggins, Childs, Quinn & Pantazis, LLC; Wiggins, Childs, Pantazis, Fisher & Goldfarb, LLC | MDLs: 1871, 2875 | corpus: old_extra","names: Wayne Fisher | firm(s): Fisher, Boyd, Brown & Huguenard, LLP; Fisher, Boyd, Brown & Huguenard; Fisher, Boyd, Johnson & Huguenard | MDLs: 2244, 2391 | cor"
attorney,att|john.fiske.gomez.2|wayne.fisher.boyd-brown-fisher-huguenard-johnson.4,distinct,high,llm-batch,"names: Wayne Fisher | firm(s): Fisher, Boyd, Brown & Huguenard, LLP; Fisher, Boyd, Brown & Huguenard; Fisher, Boyd, Johnson & Huguenard | MDLs: 2244, 2391 | cor",names: John Fiske | firm(s): Gomez Trial Attorneys | MDLs: 2391 | corpus: old_extracted | mentions: 2
attorney,att|david.casey.blatt-casey-francavilla-gerry-penfield-schenk.7|m.casey.casey.1,distinct,high,llm-web,"names: David Casey, David S. Casey, David S. Casey, Jr [suffix jr] | firm(s): Casey Gerry Francavilla Blatt LLP; Casey, Gerry, Francavilla, Blatt, LLP; Casey Ge",names: M. Ryan Casey | firm(s): THE CASEY LAW FIRM | MDLs: 2709 | corpus: old_extracted | mentions: 1
attorney,att|catherine.mcelveen.mccluer-mcculley.1|katie.mcelveen.brickman-patrick-richardson-westbrook.1,same,medium,llm-batch,"names: Katie McElveen | firm(s): Richardson, Patrick, Westbrook & Brickman, LLC | MDLs: 2333 | corpus: new_extracted | mentions: 1",names: Catherine H. McElveen | firm(s): McCulley McCluer LLC | MDLs: 2972 | corpus: new_extracted | mentions: 1
attorney,att|kathleen.kerner.jenner.1|katie.kerner..1,same,high,llm-batch,names: Katie Kerner | firm(s): (no firm recorded) | MDLs: 2775 | corpus: old_extracted | mentions: 1,"names: Kathleen R. Kerner | firm(s): Jenner Law, P.C. | MDLs: 2775 | corpus: old_extracted | mentions: 1"
attorney,att|mary.bourke.bove-connolly-hutz-lodge.1|w.bouk.levin-mitchell-papantonio-proctor-rafferty-thomas.1,distinct,high,llm-batch,names: Mary W. Bourke | firm(s): Connolly Bove Lodge & Hutz LLP | MDLs: 2200 | corpus: new_extracted | mentions: 1,"names: W. Troy Bouk | firm(s): Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A. | MDLs: 2885 | corpus: old_extracted | mentions: 1"
attorney,att|troy.bouk..5|w.bouk.levin-mitchell-papantonio-proctor-rafferty-thomas.1,same,high,llm-batch,names: Troy Bouk | firm(s): (no firm recorded) | MDLs: 2885 | corpus: old_extracted | mentions: 5,"names: W. Troy Bouk | firm(s): Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A. | MDLs: 2885 | corpus: old_extracted | mentions: 1"
attorney,att|bill.butterfield..1|william.butterfield.hausfeld.1,same,medium,llm-batch,names: William P. Butterfield | firm(s): Hausfeld LLP | MDLs: 2213 | corpus: new_extracted | mentions: 1,names: Bill Butterfield | firm(s): (no firm recorded) | MDLs: 2406 | corpus: old_extracted | mentions: 1
attorney,att|thomas.loeser.berman-cotchett-hagens-mccarthy-pitre-shapiro-sobol.4|tom.loeser..1,same,high,llm-batch,names: Tom Loeser | firm(s): (no firm recorded) | MDLs: 3073 | corpus: new_extracted | mentions: 1,"names: Thomas Loeser, Thomas E Loeser, Thomas E. Loeser | firm(s): Cotchett Pitre & McCarthy LLP; Hagens Berman Sobol Shapiro LLP | MDLs: 3073, 3114, 3115 | cor"
attorney,att|greg.hopper..1|gregory.hopper.adkins-bekman-marder.1,same,high,llm-batch,names: Greg Hopper | firm(s): (no firm recorded) | MDLs: 2775 | corpus: old_extracted | mentions: 1,"names: Gregory Hopper | firm(s): Bekman, Marder & Adkins | MDLs: 2775 | corpus: old_extracted | mentions: 1"
attorney,att|gerald.diaz.diaz.2|joey.diaz.diaz.1,same,high,llm-web,names: Joey Diaz | firm(s): The Diaz Law Firm | MDLs: 2226 | corpus: new_extracted | mentions: 1,"names: Gerald J. Diaz, Jr. [suffix jr] | firm(s): Diaz Law Firm | MDLs: 3026 | corpus: new_extracted | mentions: 2"
attorney,att|eugene.spector.kodroff-roseman-spector.4|jeffrey.spector.kodroff-roseman-spector.1,distinct,high,llm-web,"names: Eugene A. Spector, Eugene Spector | firm(s): Spector Roseman & Kodroff, P.C. | MDLs: 2437, 2931 | corpus: new_extracted/old_extracted | mentions: 4","names: Jeffrey L. Spector | firm(s): SPECTOR ROSEMAN & KODROFF, P.C. | MDLs: 3113 | corpus: new_extracted | mentions: 1"
attorney,att|a.solomons.runyan-speights.1|amy.solomon.girardi-keese.1,distinct,high,llm-batch,"names: A. G. Solomons, III [suffix 3] | firm(s): Speights and Runyan | MDLs: 2000 | corpus: new_extracted | mentions: 1","names: Amy Solomon | firm(s): Girardi, Keese | MDLs: 2197 | corpus: old_extracted | mentions: 1"
attorney,att|a.solomons.runyan-speights.1|rebecca.solomon.brain-stephens-tousley.1,distinct,high,llm-batch,"names: A. G. Solomons, III [suffix 3] | firm(s): Speights and Runyan | MDLs: 2000 | corpus: new_extracted | mentions: 1",names: Rebecca L Solomon | firm(s): Tousley Brain Stephens PLLC | MDLs: 3114 | corpus: new_extracted | mentions: 1
attorney,att|a.solomons.runyan-speights.1|carl.solomon.solomon.5,distinct,high,llm-batch,"names: A. G. Solomons, III [suffix 3] | firm(s): Speights and Runyan | MDLs: 2000 | corpus: new_extracted | mentions: 1","names: Carl Solomon | firm(s): Solomon Law Group, LLC | MDLs: 2873 | corpus: old_extracted | mentions: 5"
attorney,att|andrew.solow.kaye-scholer.2|sheldon.solow.kaye-scholer.1,distinct,high,llm-web,names: Sheldon L. Solow | firm(s): Kaye Scholer LLP | MDLs: 2296 | corpus: old_extracted | mentions: 1,"names: Andrew K. Solow | firm(s): Kaye Scholer LLP | MDLs: 2545, 2592 | corpus: old_extracted | mentions: 2"
attorney,att|n.pope.mcglamry-pope.1|thomas.pope.hudgens-pope.1,distinct,high,llm-web,names: Thomas H. Pope | firm(s): Pope and Hudgens | MDLs: 2000 | corpus: new_extracted | mentions: 1,"names: N. Kirkland Pope | firm(s): Pope McGlamry, P.C. | MDLs: 2949 | corpus: new_extracted | mentions: 1"
attorney,att|kirk.pope..2|n.pope.mcglamry-pope.1,same,medium,llm-batch,"names: N. Kirkland Pope | firm(s): Pope McGlamry, P.C. | MDLs: 2949 | corpus: new_extracted | mentions: 1",names: Kirk Pope | firm(s): (no firm recorded) | MDLs: 3044 | corpus: new_extracted | mentions: 2
attorney,att|richard.kitchenoff.asher-kitchenoff-weinstein.1|robert.kitchenoff.asher-kitchenoff-weinstein.2,same,high,llm-web,"names: Robert Kitchenoff | firm(s): Weinstein, Kitchenoff & Asher; Weinstein, Kitchenoff & Asher LLC | MDLs: 2284, 2668 | corpus: new_extracted | mentions: 2","names: Richard Kitchenoff | firm(s): Weinstein, Kitchenoff & Asher | MDLs: 2284 | corpus: new_extracted | mentions: 1"
