MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2570,Martin Ben,Management,,gold_only_missed_by_llm,,Management
2570,Matthew McCarley,Management,Management,agree,,
2570,Matthew Schultz,Management,Management,agree,,
2570,"Michael
 Heaviside",LeadCounsel,LeadCounsel,agree,,
2570,"Paul
 Stoller",Management,Management,agree,,
2570,Paul L. Stroller,,Management,llm_only_not_in_gold,Management,
2570,Ramon Lopez,Management,Management,agree,,
2570,Robert Hammers,Management,Management,agree,,
2570,Russell Budd,Management,Management,agree,,
2570,Russell Button,Management,Management,agree,,
2570,Teresa Toriseva,Management,Management,agree,,
2570,Thomas Arbon,Management,Management,agree,,
2570,Tim Goss,Management,Management,agree,,
2570,Toriseva Teresa,LeadCounsel; Management,,gold_only_missed_by_llm,,LeadCounsel; Management
2570,Troy Brenes,Management,Management,agree,,
2570,Turner Branch,Management,Management,agree,,
2570,Willard Moody,Management,Management,agree,,
2570,William Curtis,Management,Management,agree,,
2573,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2575,Edward Wallace,ClassCounsel; Communications,ClassCounsel; Communications,agree,,
2575,Glen Abramson,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2575,John Popilock,Communications,Communications,agree,,
2575,Patrick Howard,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2575,Shanon Carson,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2575,"Simon Paris,",Communications,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel; LeadCounsel,
2580,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2580,Bruce Gerstein,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2580,David Sorensen,ClassCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Settlement
2586,Andrew J. Friedman,,Management,llm_only_not_in_gold,Management,
2586,Aron Robinson,Management,,gold_only_missed_by_llm,,Management
2586,Ben Barnow,LeadCounsel,LeadCounsel,agree,,
2586,Charles N. Nauen,,Communications,llm_only_not_in_gold,Communications,
2586,Edwin Kilpela,LeadCounsel,LeadCounsel,agree,,
2586,John Driscoll,Management,,gold_only_missed_by_llm,,Management
2586,John D. Seiver,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2586,John Steward,Management,,gold_only_missed_by_llm,,Management
2586,Karen Riebel,Management,,gold_only_missed_by_llm,,Management
2586,Rhett McSweeney,Communications,,gold_only_missed_by_llm,,Communications
2586,Richard Coffman,Management,,gold_only_missed_by_llm,,Management
2586,Roberta B. Walburn,,Communications,llm_only_not_in_gold,Communications,
2586,Scott Owens,,Management,llm_only_not_in_gold,Management,
2587,Adam Caldwell,Management,Management,agree,,
2587,Brook Brown,Management,Management,agree,,
2587,Carl Galant,Management,Management,agree,,
2587,Christian Binnig,Management,Management,agree,,
2587,Christopher Akin,LocalCounsel,,gold_only_missed_by_llm,,LocalCounsel
2587,Christopher Savage,Management,Management,agree,,
2587,David Hogue,Management,Management,agree,,
2587,David Vogel,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2587,Douglas Lobel,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2587,Eric Johnson,Management,Management,agree,,
2587,Gerard Duffy,Management,Management,agree,,
2587,Gregory Merz,Management,Management,agree,,
2587,James Buddenbaum,Management,Management,agree,,
2587,Jeffrey Strauss,Management,Management,agree,,
2587,John Cooper,Management,Management,agree,,
2587,Juliet Cox,Management,Management,agree,,
2587,Matthew Brill,Management,Management,agree,,
2587,Michael Lynn,LocalCounsel,,gold_only_missed_by_llm,,LocalCounsel
2587,Paul Schudel,Management,Management,agree,,
2587,Russell Blau,Management,Management,agree,,
2587,Todd Holleman,Management,Management,agree,,
2587,Travis Montgomery,Management,Management,agree,,
2590,Adam Levitt,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2590,Jonathan Selbin,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2590,Laurel Bellows,Communications,Communications,agree,,
2590,William Audet,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2591,Christopher Ellis,Management,Management,agree,,
2591,Christopher Seeger,ClassCounsel; Settlement,ClassCounsel; Settlement,agree,,
2591,Clayton Clark,Settlement,Settlement,agree,,
2591,Daniel Gustafson,ClassCounsel; Settlement,ClassCounsel; Settlement,agree,,
2591,David Graham,Management,Management,agree,,
2591,Don Downing,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2591,James Cecchi,ClassCounsel,ClassCounsel,agree,,
2591,Jayne Conroy,Management,Management,agree,,
2591,John Ursu,Management,Management,agree,,
2591,Kenneth Wexler,ClassCounsel,ClassCounsel,agree,,
2591,Lynn Johnson,ClassCounsel,ClassCounsel,agree,,
2591,Mikal Watts,Settlement,Settlement,agree,,
2591,Patrick Stueve,ClassCounsel; Communications; LeadCounsel; Settlement,ClassCounsel; Communications; LeadCounsel,llm_missed_role,,Settlement
2591,Richard Paul,Management,Management,agree,,
2591,Robert Shelquist,Management,Management,agree,,
2591,Scott Powell,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2591,Scott Poynter,Management,Management,agree,,
2591,Stephen Weiss,Management,Management,agree,,
2591,Thomas V. Bender,,Management,llm_only_not_in_gold,Management,
2591,Thomas P. Cartmell,,Management,llm_only_not_in_gold,Management,
2591,Thomas Schult,Communications,Communications,agree,,
2591,Tom Bender,Management,,gold_only_missed_by_llm,,Management
2591,Tom Cartmell,Management,,gold_only_missed_by_llm,,Management
2591,William Chaney,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2592,Andrew Solow,LeadCounsel,LeadCounsel,agree,,
2592,Andy Birchfield,LeadCounsel; Management,Fees; LeadCounsel; Management,llm_added_role,Fees,
2592,Bradley Honnold,Management,Management,agree,,
2592,Brian Barr,LeadCounsel; Management,Fees; LeadCounsel; Management,llm_added_role,Fees,
2592,Daniel Gallucci,Coordination,Coordination,agree,,
2592,Dawn Barrios,Coordination; Management,Coordination; Management,agree,,
2592,Dianne Nast,Management,Management,agree,,
2592,Ellen Relkin,Management,Management,agree,,
2592,Frederick Longer,Management,Management,agree,,
2592,Gerald Meunier,Communications; Management,Communications; Fees; Management,llm_added_role,Fees,
2592,Gibson Vance,Coordination,Coordination,agree,,
2592,James Irwin,Communications,Communications,agree,,
2592,Jeffrey Grand,Management,Management,agree,,
2592,Leonard Davis,Communications; Management,Communications; Fees; Management,llm_added_role,Fees,
2592,Mark Hoffman,Management,Management,agree,,
2592,Michael Goetz,Management,Management,agree,,
2592,Michael Weinkowitz,Coordination,Coordination; Fees,llm_added_role,Fees,
2592,Neil Overholtz,Management,Management,agree,,
2592,Richard Golomb,Communications,,gold_only_missed_by_llm,,Communications
2592,Roger Denton,Management,Management,agree,,
2592,Russell Abney,Management,Management,agree,,
2592,Sindhu Daniel,Management,Management,agree,,
2592,Steven Glickstein,LeadCounsel,LeadCounsel,agree,,
2592,Susan Sharko,LeadCounsel,LeadCounsel,agree,,
2595,Ari Scharg,Management,Management,agree,,
2595,Bob Methvin,Management,Management,agree,,
2595,Brian Penny,Management,Management,agree,,
2595,Chris Hellums,Communications,Communications; LocalCounsel,llm_added_role,LocalCounsel,
2595,Gary Lynch,Management,Management,agree,,
2595,Gibson Vance,Management,Management,agree,,
2595,Jeff Friedman,LeadCounsel; Management; Settlement,ClassCounsel; LeadCounsel; Management,partial_disagree,ClassCounsel,Settlement
2595,Karen Ribel,Settlement,,gold_only_missed_by_llm,,Settlement
2595,Karen Riebel,LeadCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,ClassCounsel,
2595,Katrina Carroll,Management,Management,agree,,
2595,Kirk Wood,Management,Management,agree,,
2595,Paula Knippa,Management,Management,agree,,
2595,Richard Smith,Communications,Communications; LocalCounsel,llm_added_role,LocalCounsel,
2599,Curtis Miner,ClassCounsel; LeadCounsel; Management,ClassCounsel; LeadCounsel,llm_missed_role,,Management
2599,David Boies,ClassCounsel; LeadCounsel; SettlementAdministration,ClassCounsel; LeadCounsel,llm_missed_role,,SettlementAdministration
2599,Elizabeth Cabraser,ClassCounsel; Management; SettlementAdministration,ClassCounsel; Management,llm_missed_role,,SettlementAdministration
2599,James Cecchi,ClassCounsel; Management; SettlementAdministration,ClassCounsel; Management,llm_missed_role,,SettlementAdministration
2599,Pete Priet,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2599,Peter Prieto,ClassCounsel; LeadCounsel; Management; SettlementAdministration,ClassCounsel; LeadCounsel,llm_missed_role,,Management; SettlementAdministration
2599,Rachel Furst,ClassCounsel,ClassCounsel,agree,,
2599,Roland Tellis,ClassCounsel; Management; SettlementAdministration,ClassCounsel; Management,llm_missed_role,,SettlementAdministration
2599,Ronald Tellis,ClassCounsel; SettlementAdministration,,gold_only_missed_by_llm,,ClassCounsel; SettlementAdministration
2599,Todd Smith,ClassCounsel; SettlementAdministration,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,SettlementAdministration
2606,Adam Slater,Fees; Management,Fees,llm_missed_role,,Management
2606,Anthony Irpino,Management; ProSe,ProSe,llm_missed_role,,Management
2606,Behram Parekh,Management,,gold_only_missed_by_llm,,Management
2606,Christopher Coffin,Fees; Management,Fees,llm_missed_role,,Management
2606,Esther Berezofsky,Management,,gold_only_missed_by_llm,,Management
2606,F. Abbott,Management,,gold_only_missed_by_llm,,Management
2606,Gale Pearson,Management,,gold_only_missed_by_llm,,Management
2606,George Williamson,Management,,gold_only_missed_by_llm,,Management
2606,Jeffrey Kuntz,Management,,gold_only_missed_by_llm,,Management
2606,Joel Rhine,Management,,gold_only_missed_by_llm,,Management
2606,Lexi Hazam,Fees; Management,Fees,llm_missed_role,,Management
2606,Mallory Mangold,Management,,gold_only_missed_by_llm,,Management
2606,Mark O'Mara,Management,,gold_only_missed_by_llm,,Management
2606,Michael Goetz,Fees,Fees,agree,,
2606,Michael Zogby,Communications,Communications,agree,,
2606,Paul Rheingold,Management,,gold_only_missed_by_llm,,Management
2606,Peter Snowdon,Management,,gold_only_missed_by_llm,,Management
2606,Peter Weinberger,Fees; Management,Fees,llm_missed_role,,Management
2606,Richard Golomb,Communications; Fees,Communications; Fees,agree,,
2606,Roger Orlando,Management,,gold_only_missed_by_llm,,Management
2606,Stuart Goldenberg,Management,,gold_only_missed_by_llm,,Management
2606,Tara Sutton,Fees; Management,Fees,llm_missed_role,,Management
2606,Troy Rafferty,Fees; Management,Fees,llm_missed_role,,Management
2606,Victoria Maniatis,Fees; Management,Fees,llm_missed_role,,Management
2613,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2613,E. Adam Webb,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2613,Richard D. McCune,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2615,None None,,ClassCounsel; Communications; LocalCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LocalCounsel,
2624,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2624,Daniel Girard,LeadCounsel,LeadCounsel,agree,,
2624,Elizabeth Kramer,LeadCounsel,LeadCounsel,agree,,
2624,Elizabeth Pritzker,LeadCounsel,LeadCounsel,agree,,
2624,Jonathan Levine,LeadCounsel,LeadCounsel,agree,,
2624,Matthew Edling,LeadCounsel,LeadCounsel,agree,,
2624,Philip Gregory,LeadCounsel,LeadCounsel,agree,,
2624,Steven Williams,LeadCounsel,LeadCounsel,agree,,
2626,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2626,Dennis Stewart,Trial,Trial,agree,,
2626,George Sampson,Trial,Trial,agree,,
2626,John A. DeVault III,,LocalCounsel,llm_only_not_in_gold,LocalCounsel,
2626,Robert C. Gilbert,,Communications,llm_only_not_in_gold,Communications,
2626,Steven Marks,Trial,Trial,agree,,
2627,Adhoot Robert,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2627,"Alexander Robertson, IV",,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2627,Berman Steve,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2627,Bryson Daniel,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2627,Daniel K. Bryson,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2627,Diane Flannery,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2627,Dianne Flannery,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2627,Kevin Sullivan,LeadCounsel,LeadCounsel,agree,,
2627,McCarthy Niall,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2627,Nancy Fineman,LeadCounsel,LeadCounsel,agree,,
2627,Niall McCarthy,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2627,Robert R. Adhoot,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2627,Robertson Alexander,ClassCounsel,,gold_only_missed_by_llm,,ClassCounsel
2627,Shawn Reed,LeadCounsel,LeadCounsel,agree,,
2627,Steve Berman,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2627,Steven W. Berman,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2627,Steven Toll,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2627,William Stem,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2627,William Stern,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2633,Larson,Communications,,gold_only_missed_by_llm,,Communications
2633,Ari Scharg,Management,Management,agree,,
2633,Chase Alvord,LeadCounsel,LeadCounsel,agree,,
2633,Christopher Brain,LeadCounsel,LeadCounsel,agree,,
2633,James Pizzirusso,Management,Management,agree,,
2633,Jason Dennett,LeadCounsel,LeadCounsel,agree,,
2633,Keith Dubanevich,Communications,Communications,agree,,
2633,Kim Stephens,LeadCounsel; Management,LeadCounsel; Management,agree,,
2633,Mark Friel,Communications,Communications,agree,,
2633,Steve Larson,Communications,Communications,agree,,
2633,Tina Wolfson,Management,Management,agree,,
2641,Ben Martin,Management,Management,agree,,
2641,Christopher Kirchmer,Management,Management,agree,,
2641,Donald Migliori,Management,Management,agree,,
2641,Eric Terry,Management,Management,agree,,
2641,Hadley Matarazzo,Management,Management,agree,,
2641,Howard Nations,Management,Management,agree,,
2641,John Dalimonte,Management,Management,agree,,
2641,Joseph Johnson,Management,Management,agree,,
2641,Joseph Osborne,Management,Management,agree,,
2641,Julia Zaic,Management,Management,agree,,
2641,Margaret Branch,Management,Management,agree,,
2641,Matthew McCarley,Management,Management,agree,,
2641,Matthew Schultz,Management,Management,agree,,
2641,Michael Gallagher,Management,Management,agree,,
2641,Michael Kelly,Management,Management,agree,,
2641,Nate Van Der Veer,Management,Management,agree,,
2641,Ramon Lopez,Communications; Coordination; LeadCounsel,Communications; Coordination; LeadCounsel,agree,,
2641,Robert Boatman,Communications; Coordination; LeadCounsel,Communications; Coordination; LeadCounsel,agree,,
2641,Russell Budd,Management,Management,agree,,
2641,Shannon Clark,Management,Management,agree,,
2641,Sheila Bossier,Management,Management,agree,,
2641,Steven Rotman,,Management,llm_only_not_in_gold,Management,
2641,Stuart Goldenberg,Management,Management,agree,,
2641,Thomas Cartmell,Management,Management,agree,,
2641,Troy Brenes,Management,Management,agree,,
2641,Turner Branch,Management,Management,agree,,
2641,Vance Andrus,Management,,gold_only_missed_by_llm,,Management
2641,Wendy Fleishman,Management,Management,agree,,
2642,Ahmed Diab,Management,Management,agree,,
2642,Andrea Hirsch,Management,Management,agree,,
2642,Bill Robins,LeadCounsel; Management,LeadCounsel; Management,agree,,
2642,Christopher Nidel,Management,Management,agree,,
2642,David Wool,Management,Management,agree,,
2642,Erik Walker,Management,Management,agree,,
2642,Katie Griffin,Management,Management,agree,,
2642,Lauren Welling,Management,Management,agree,,
2642,Olga Viner,Management,Management,agree,,
2642,R. Richards,Management,Management,agree,,
2642,Russell Budd,LeadCounsel; Management,LeadCounsel; Management,agree,,
2642,Tad Thomas,Management,Management,agree,,
2642,Thomas Sims,Management,Management,agree,,
2642,Vance R. Andrus,,Management,llm_only_not_in_gold,Management,
2642,Yvonne Flaherty,Communications; Management,Communications; Management,agree,,
2645,None None,,ClassCounsel; Communications; LeadCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel,
2656,Adam Zapala,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2656,Elizabeth Cabraser,Management,Management,agree,,
2656,Michael Hausfeld,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2656,Robert Kaplan,Management,Management,agree,,
2656,Steven Williams,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2656,Warren Burns,Management,Management,agree,,
2657,Amy Eskin,Management,Management,agree,,
2657,Anthony Tarricone,Management,Management,agree,,
2657,Arthur Murray,Management,Management,agree,,
2657,Christopher Schnieders,Management,Management,agree,,
2657,Edward Blizzard,Management,Management,agree,,
2657,Edward Mulligan,Management,Management,agree,,
2657,Elizabeth Graham,LeadCounsel,LeadCounsel,agree,,
2657,James Gotz,Communications,Communications,agree,,
2657,James Klick,Management,Management,agree,,
2657,Jeffrey Gibson,Management,Management,agree,,
2657,Kate Jaycox,Management,Management,agree,,
2657,Kimberly Baden,LeadCounsel,LeadCounsel,agree,,
2657,Kimberly Dougherty,Communications,Communications,agree,,
2657,Melissa Hague,Management,Management,agree,,
2657,Robert Jenner,Communications,Communications,agree,,
2657,Russell Budd,Management,Management,agree,,
2657,Stephen Hunt,Management,Management,agree,,
2657,Steven Rotman,Management,Management,agree,,
2657,Tobias Millrood,LeadCounsel,LeadCounsel,agree,,
2657,Walter Kelley,Management,Management,agree,,
2657,Wendy Fleishman,Management,Management,agree,,
2664,Daniel Girard,ClassCounsel,ClassCounsel; LeadCounsel,llm_added_role,LeadCounsel,
2664,Daniel Reilly,,Communications,llm_only_not_in_gold,Communications,
2664,David Thompson,Management,Management,agree,,
2664,Francis Joseph Warin,,Communications,llm_only_not_in_gold,Communications,
2664,Gary Mason,Communications,Communications,agree,,
2664,John Yanchunis,Management,Management,agree,,
2664,Paul G. Freeborne,,Communications,llm_only_not_in_gold,Communications,
2664,Tina Wolfson,Management,Management,agree,,
2666,Anne Andrews,Management,Management,agree,,
2666,Annesley DeGaris,Management,Management,agree,,
2666,Behram Parekh,Management,Management,agree,,
2666,Ben Gordon,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2666,Benjamin Hulse,LeadCounsel,LeadCounsel,agree,,
2666,Christopher Coffin,Management,Management,agree,,
2666,David Hodges,Management,Management,agree,,
2666,David Szerlag,Coordination,Communications,disjoint,Communications,Coordination
2666,Genevieve Zimmerman,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2666,Jeffrey Bowersox,Management,Management,agree,,
2666,Jerry Blackwell,LeadCounsel,LeadCounsel,agree,,
2666,Kristine Kraft,Management,Management,agree,,
2666,Kyle Bachus,Management,Management,agree,,
2666,Kyle Farrar,Management,Management,agree,,
2666,Lee McGartland,Management,Management,agree,,
2666,Mark O’Mara,Management,Management,agree,,
2666,Martin Crump,Management,Management,agree,,
2666,Mary Young,LeadCounsel,LeadCounsel,agree,,
2666,Michael Ciresi,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2666,Noah Lauricella,Management,Management,agree,,
2666,Paula Bliss,Management,Management,agree,,
2666,Rachel Abrams,Coordination,,gold_only_missed_by_llm,,Coordination
2666,Richard Lewis,Management,Management,agree,,
2666,Richard Schlueter,Management,Management,agree,,
2666,Stuart Talley,Management,Management,agree,,
2667,Irvin Levin,LeadCounsel,LeadCounsel,agree,,
2667,Irwin Levin,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2667,Lynn Toops,LeadCounsel,LeadCounsel,agree,,
2667,Richard Shevitz,LeadCounsel,LeadCounsel,agree,,
2667,Vess Miller,LeadCounsel,LeadCounsel,agree,,
2669,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2669,Douglas Dowd,Communications,Communications,agree,,
2669,Gary Lynch,Management,Management,agree,,
2669,John Driscoll,LeadCounsel,LeadCounsel,agree,,
2669,John Eaves,Management,Management,agree,,
2669,Julian Hammond,Management,Management,agree,,
2669,Katrina Carroll,Management,Management,agree,,
2669,Lewis Garrison,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2669,Richard Cassetta,Communications,Communications,agree,,
2669,Robert Atkins,LeadCounsel,LeadCounsel,agree,,
2669,Thomas Zimmerman,Management,Management,agree,,
2669,"W. Lewis Garrison, Jr.",,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2670,None None,,ClassCounsel; Communications; LeadCounsel; Management,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel; Management,
2670,Jason Hartley,Management,Management,agree,,
2670,William Blechman,Communications,Communications,agree,,
2672,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2672,Adam Levitt,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Benjamin Bailey,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Christopher Seeger,ClassCounsel; Coordination; Management; SettlementAdministration,Coordination; Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,David Boies,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,David Casey,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Elizabeth Cabraser,ClassCounsel; LeadCounsel; Management; SettlementAdministration,ClassCounsel; LeadCounsel; Management,llm_missed_role,,SettlementAdministration
2672,Frank Pitre,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,J. Stranch,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,James Cecchi,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,James A. Harrod,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2672,Jayne Conroy,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Joseph Rice,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Joshua H. Van Eaton,,Communications,llm_only_not_in_gold,Communications,
2672,Lesley Weaver,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Lynn Sarko,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Michael Hausfeld,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Michael Heygood,ClassCounsel; Coordination; Management; SettlementAdministration,Coordination; Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Paul Geller,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Robin Greenwald,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Roland Tellis,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Rosemary Rivas,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Roxanne Conlin,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,Steve Berman,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2672,W. Miles,ClassCounsel; Management; SettlementAdministration,Management,llm_missed_role,,ClassCounsel; SettlementAdministration
2673,None None,,Communications; LeadCounsel; Management,llm_only_not_in_gold,Communications; LeadCounsel; Management,
2677,Alan Milstein,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,"Christopher Weld, Jr.",,ClassCounsel; Communications; Management,llm_only_not_in_gold,ClassCounsel; Communications; Management,
2677,Cristopher Weld,Communications,,gold_only_missed_by_llm,,Communications
2677,D. Todd Mathews,,ClassCounsel; Management,llm_only_not_in_gold,ClassCounsel; Management,
2677,David Mathews,Management,,gold_only_missed_by_llm,,Management
2677,Hunter Shkolnik,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2677,Jasper Ward,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2677,Jennifer Duffy,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,John Yanchunis,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,Kevin Hannon,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,Lewis Garrison,Management,,gold_only_missed_by_llm,,Management
2677,Melissa Emert,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2677,Michael Flannery,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,Richard Cornfeld,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,Robert Shelquist,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2677,"W. Lewis Garrison, Jr.",,ClassCounsel; Management,llm_only_not_in_gold,ClassCounsel; Management,
2687,Bruce Greenberg,Communications; Management,Communications; Management,agree,,
2687,Christopher Seeger,Management,Management,agree,,
2687,Eric Fastiff,Management,Management,agree,,
2687,H. Laddie Montague,,Management,llm_only_not_in_gold,Management,
2687,James Cecchi,ClassCounsel; LeadCounsel; Management,LeadCounsel; Management,llm_missed_role,,ClassCounsel
2687,Jay Shapiro,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2687,Laddie Montague,Management,,gold_only_missed_by_llm,,Management
2687,Linda Nussbaum,Management,Management,agree,,
2687,Lisa Rodriguez,Management,Management,agree,,
2687,Manuel Dominguez,Management,Management,agree,,
2687,Marvin Miller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2687,Michael Critchley,Management,Management,agree,,
2687,Paul Geller,Management,Management,agree,,
2687,Paul Novak,Management,Management,agree,,
2687,Stephen Neuwirth,Management,Management,agree,,
2687,Whitney Street,Management,Management,agree,,
2687,William Mentlik,Communications,Communications,agree,,
2691,Ernest Cory,LeadCounsel; Management,LeadCounsel; Management,agree,,
2691,J. Rudd,Management,Management,agree,,
2691,Jennifer Liakos,Management,Management,agree,,
2691,John Driscoll,Coordination,Coordination,agree,,
2691,Kelly Fitzpatrick,Management,Management,agree,,
2691,Kimberly Baden,Management,Management,agree,,
2691,Kristian Rasmussen,Management,Management,agree,,
2691,Lisa Gorshe,Management,Management,agree,,
2691,Martin Crump,Management,Management,agree,,
2691,Michael Lynch,Management,Management,agree,,
2691,Munir Meghjee,Management,Management,agree,,
2691,Rachel Abrams,,Communications,llm_only_not_in_gold,Communications,
2691,Scott Morgan,Management,Management,agree,,
2691,Yvonne Flaherty,Management,Management,agree,,
2693,Adam J. Zapala,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2693,Andre Mura,ClassCounsel,ClassCounsel,agree,,
2693,Andrew Friedman,Management,Management,agree,,
2693,Anthony Pierce,Communications,Communications,agree,,
2693,Ashleigh Aitken,Management,Management,agree,,
2693,Brian Gudmundson,Management,Management,agree,,
2693,Eric Gibbs,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
